    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125      0.112501     0.0121487      0.525349       1.05404         0.001      0.288678   0.000379986   6.66902e-07   0.000493207   0.000494088          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.21187e-07
 1.06557   2.91452e-07       0.10788       0.10788      0.011141       0.49766      0.999861   0.000763482      0.288676   0.000315486    3.2655e-07   0.000423095   0.000427543      0.146888      0.196943      0.119089       2.30518     -0.305209      0.149969       0.19574      0.116343       2.33226     -0.332592  -1.31522e-11
 2.04918   2.71138e-07      0.103493      0.103494     0.0111409       0.49836      0.999906   0.000736394      0.288675   0.000315822   3.06932e-07   0.000393221     0.0003998       0.14387      0.198161      0.121778       2.27837     -0.278398      0.149937      0.195752      0.116371       2.33208     -0.332328   -1.8146e-11
 3.03279   2.55413e-07      0.099285     0.0992852     0.0111409       0.49867      0.999923   0.000714722      0.288674   0.000316352   2.91814e-07   0.000369923   0.000378385      0.140915       0.19939      0.124412       2.25212     -0.252137      0.149906      0.195764      0.116398       2.33184     -0.332078  -4.64124e-12
 4.01639   2.42154e-07     0.0952478      0.095248     0.0111409      0.498853      0.999932   0.000695923      0.288674   0.000317027   2.79077e-07   0.000350024   0.000360273       0.13802      0.200629      0.126992        2.2264     -0.226415      0.149875      0.195776      0.116426       2.33159     -0.331846   3.54815e-11
       5    2.3055e-07     0.0913748      0.091375     0.0111409      0.498979      0.999938   0.000679043      0.288674   0.000317856   2.67911e-07   0.000332301   0.000344286      0.135185      0.201875      0.129518       2.20121     -0.201222      0.149844      0.195788      0.116454       2.33133     -0.331642    9.9877e-11
 6.06557    2.1939e-07     0.0873565     0.0873568     0.0111409      0.499079      0.999941   0.000662404      0.288673   0.000318981   2.57143e-07   0.000314848   0.000328665      0.132179      0.203232      0.132197        2.1745     -0.174513       0.14981      0.195801      0.116484       2.33105     -0.331469   2.11326e-10
 7.04918   2.10176e-07     0.0838044     0.0838046     0.0111409      0.499151      0.999944   0.000648346      0.288673   0.000320326   2.48208e-07   0.000299968    0.00031543      0.129464      0.204487      0.134617       2.15037     -0.150387      0.149779      0.195813      0.116511       2.33078     -0.331378   3.87786e-10
 8.03279   2.01918e-07     0.0803967     0.0803969     0.0111409       0.49921      0.999946   0.000635482      0.288673   0.000322148   2.40139e-07   0.000286031   0.000303096      0.126804      0.205744      0.136988       2.12674     -0.126756      0.149748      0.195825      0.116539       2.33051     -0.331384   6.86948e-10
 9.01639   1.94611e-07     0.0771276     0.0771278     0.0111409       0.49926      0.999947   0.000623877      0.288673   0.000324721   2.32918e-07   0.000272884   0.000291504      0.124199      0.207001      0.139309        2.1036      -0.10361      0.149717      0.195837      0.116567       2.33024     -0.331541   1.17553e-09
      10   1.88309e-07     0.0739914     0.0739916     0.0111409      0.499304      0.999949   0.000613693      0.288673   0.000328414   2.26579e-07   0.000260413   0.000280541      0.121648      0.208256      0.141583       2.08093      -0.08094      0.149686      0.195849      0.116595       2.32997     -0.331924   1.94773e-09
 11.0656   1.82755e-07     0.0707376     0.0707378     0.0111409      0.499345       0.99995   0.000604574      0.288673   0.000334247   2.20808e-07    0.00024757   0.000269278      0.118943      0.209613      0.143994       2.05689    -0.0569057      0.149652      0.195862      0.116625       2.32968     -0.332726   3.26741e-09
 12.0492   1.79029e-07     0.0678612     0.0678614     0.0111409       0.49938      0.999951   0.000598379      0.288672   0.000342052   2.16675e-07   0.000236264   0.000259381        0.1165      0.210861      0.146171       2.03518    -0.0351943      0.149621      0.195874      0.116652        2.3294     -0.334006   5.17023e-09
 13.0328   1.77015e-07     0.0651018      0.065102     0.0111409      0.499411      0.999952   0.000595004      0.288672   0.000353186   2.13993e-07   0.000225436   0.000249915      0.114107      0.212103      0.148304       2.01392    -0.0139278       0.14959      0.195886       0.11668       2.32913     -0.336071   8.09015e-09
 14.0164    1.7729e-07     0.0624546     0.0624548     0.0111409       0.49944      0.999952   0.000595466      0.288672   0.000369012   2.13242e-07   0.000215048   0.000240842      0.111763      0.213339      0.150393       1.99309     0.0069037      0.149559      0.195898      0.116708       2.32886     -0.339319   1.25727e-08
      15   1.80771e-07     0.0599151     0.0599153     0.0111409      0.499468      0.999953   0.000601284      0.288672   0.000391393   2.15193e-07    0.00020507   0.000232134      0.109467      0.214567      0.152439       1.97269     0.0273109      0.149528       0.19591      0.116736       2.32859     -0.344359   1.94806e-08
