    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125      0.112501      0.027009       0.52015       1.07167         0.001      0.288678   0.000379404   6.66935e-07   0.000493234     0.0004942          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.13526e-07
 1.06383   2.73106e-07       0.10372       0.10372     0.0248272      0.498336      0.999945   0.000739061      0.288675   0.000315837   3.08719e-07   0.000396144   0.000401111      0.144028      0.198096      0.121638       2.27977     -0.279796      0.149939      0.195752      0.116369       2.33209     -0.332326  -7.81509e-12
 2.12766   2.39225e-07     0.0938125     0.0938127     0.0248272      0.498904      0.999974     0.0006917      0.288675    0.00031595   2.75796e-07   0.000346539   0.000354397      0.136976      0.201084      0.127922       2.21712     -0.217139      0.149864      0.195781      0.116436       2.33149     -0.331662  -3.59588e-12
 3.19149   2.14285e-07     0.0848515     0.0848517     0.0248272      0.499129      0.999979   0.000654653      0.288674   0.000316234   2.51491e-07   0.000309225   0.000319641       0.13027      0.204111      0.133899       2.15754      -0.15755      0.149789       0.19581      0.116503       2.33086     -0.331003   1.65126e-11
 4.04255   1.97881e-07     0.0783031     0.0783033     0.0248272      0.499238       0.99998   0.000629097      0.288674   0.000316501   2.35411e-07   0.000283847   0.000296157      0.125142      0.206543      0.138469       2.11198     -0.111986      0.149728      0.195833      0.116557       2.33034      -0.33048   4.83114e-11
 5.10638   1.80642e-07     0.0708236     0.0708237     0.0248272      0.499336       0.99998    0.00060107      0.288674   0.000316887   2.18405e-07   0.000255765   0.000270269      0.119016      0.209576      0.143929       2.05754    -0.0575447      0.149653      0.195862      0.116624       2.32968     -0.329833    1.1215e-10
 6.17021    1.6637e-07     0.0640585     0.0640587     0.0248272       0.49941       0.99998   0.000576836      0.288674   0.000317385   2.04217e-07   0.000230693   0.000247211      0.113189      0.212585      0.149122       2.00576   -0.00576884      0.149578      0.195891      0.116691       2.32903     -0.329199   2.17709e-10
 7.02128   1.56754e-07     0.0591147     0.0591149     0.0248272       0.49946       0.99998   0.000559917      0.288674    0.00031791   1.94581e-07   0.000212384   0.000230391      0.108733      0.214963      0.153093       1.96617     0.0338208      0.149518      0.195914      0.116744        2.3285     -0.328704   3.49279e-10
 8.08511   1.46671e-07     0.0534681     0.0534682     0.0248272      0.499515       0.99998    0.00054161      0.288674   0.000318824   1.84383e-07   0.000191366   0.000211096       0.10341       0.21789      0.157837       1.91887     0.0811237      0.149443      0.195943      0.116811       2.32784     -0.328109   6.09472e-10
 9.14894   1.38474e-07     0.0483608      0.048361     0.0248272      0.499564       0.99998   0.000526259      0.288674   0.000320186   1.75982e-07   0.000172186   0.000193494     0.0983472      0.220757       0.16235       1.87389      0.126111      0.149368      0.195972      0.116878       2.32718     -0.327555   1.03619e-09
      10   1.33134e-07     0.0446286     0.0446287     0.0248272      0.499599       0.99998   0.000516012      0.288674   0.000321762   1.70417e-07   0.000158035   0.000180509      0.094476      0.223002        0.1658       1.83949       0.16051      0.149308      0.195995      0.116931       2.32665     -0.327156    1.5616e-09
 11.0638   1.27875e-07     0.0403656     0.0403658     0.0248272       0.49964       0.99998   0.000505717      0.288674   0.000324636   1.64803e-07   0.000141703   0.000165524     0.0898506      0.225742      0.169922       1.79839      0.201611      0.149233      0.196024      0.116998       2.32598     -0.326742   2.57336e-09
 12.1277   1.24167e-07     0.0365099     0.0365101     0.0248272      0.499677       0.99998   0.000498331      0.288674   0.000329009   1.60653e-07   0.000126752   0.000151807     0.0854517      0.228404      0.173842        1.7593      0.240701      0.149158      0.196053      0.117065       2.32532     -0.326471   4.20106e-09
 13.1915   1.22128e-07     0.0330225     0.0330226     0.0248272      0.499711       0.99998   0.000494222      0.288674   0.000335691   1.58068e-07   0.000113062   0.000139247     0.0812681      0.230986      0.177571       1.72213      0.277879      0.149083      0.196082      0.117132       2.32466     -0.326429   6.83238e-09
 14.0426   1.21914e-07      0.030474     0.0304742     0.0248272      0.499736       0.99998   0.000493789      0.288674   0.000343527   1.57323e-07   0.000102945   0.000129965     0.0780692      0.232991      0.180422        1.6937      0.306308      0.149024      0.196105      0.117185       2.32413     -0.326651   1.00839e-08
 15.1064   1.23954e-07     0.0275632     0.0275633     0.0248272      0.499764       0.99998   0.000497903      0.288674   0.000357986   1.58539e-07   9.12588e-05   0.000119244     0.0742472      0.235421      0.183828       1.65974       0.34028      0.148949      0.196134      0.117252       2.32347     -0.327427   1.64543e-08
 16.1702   1.29634e-07     0.0249305     0.0249306     0.0248272      0.499791       0.99998   0.000509183      0.288674   0.000380162   1.63139e-07   8.05563e-05   0.000109425     0.0706123      0.237766      0.187068       1.62744      0.372596      0.148874      0.196163      0.117319        2.3228     -0.329088   2.70058e-08
 17.0213   1.38107e-07     0.0230066     0.0230067     0.0248272       0.49981       0.99998   0.000525561      0.288674   0.000406002   1.70471e-07   7.26463e-05   0.000102168      0.067833      0.239581      0.189545       1.60274      0.397314      0.148814      0.196186      0.117372       2.32227     -0.331429   4.03624e-08
 18.0851   1.56416e-07     0.0208093     0.0208095     0.0248272      0.499833       0.99998   0.000559314      0.288674    0.00045276   1.86822e-07   6.35094e-05   9.37857e-05     0.0645125      0.241774      0.192505       1.57323      0.426866      0.148739      0.196215      0.117439       2.32161     -0.336397   6.72389e-08
 19.1489   1.88663e-07     0.0188221     0.0188223     0.0248272      0.499854       0.99998   0.000614268      0.288674    0.00052191   2.16184e-07   5.51411e-05   8.61081e-05     0.0613548      0.243883      0.195319       1.54517      0.455006      0.148665      0.196244      0.117506       2.32095     -0.345076   1.13121e-07
      20   2.30952e-07     0.0173701     0.0173704     0.0248273      0.499869       0.99998   0.000679635      0.288675   0.000599093   2.55106e-07   4.89562e-05   8.04336e-05     0.0589409      0.245511      0.197471       1.52371      0.476566      0.148605      0.196268       0.11756       2.32042     -0.356389   1.72799e-07
 21.0638   3.18399e-07     0.0157123     0.0157126     0.0248273      0.499886       0.99998   0.000797996      0.288675   0.000732008   3.36208e-07   4.18121e-05   7.38789e-05     0.0560576      0.247472      0.200042       1.49807       0.50242       0.14853      0.196297      0.117627       2.31976      -0.37959   2.96309e-07
