    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125      0.112501     0.0271653      0.525349       1.05404         0.001      0.288678   0.000379986   6.66902e-07   0.000493207   0.000494088          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.21187e-07
 1.08911   2.67388e-07      0.102368      0.102368     0.0249119      0.498461      0.999951   0.000731284      0.288675   0.000314917   3.02547e-07   0.000388997   0.000393656      0.143086      0.198483      0.122477       2.27141     -0.271428      0.149929      0.195756      0.116378       2.33202     -0.332238  -6.81621e-12
 2.07921   2.37267e-07     0.0932361     0.0932364     0.0249119      0.498922      0.999974   0.000688864      0.288675   0.000315042   2.72964e-07   0.000345224   0.000351738      0.136555      0.201269      0.128298       2.21338     -0.213394      0.149859      0.195782       0.11644       2.33146      -0.33162  -5.75509e-12
 3.06931   2.14312e-07      0.084919     0.0849192     0.0249119      0.499126      0.999979   0.000654694      0.288674   0.000315278   2.50355e-07   0.000311291   0.000319443      0.130322      0.204087      0.133852         2.158      -0.15801      0.149789      0.195809      0.116503       2.33086     -0.331005   1.02868e-11
 4.05941    1.9549e-07     0.0773439      0.077344     0.0249119      0.499248       0.99998   0.000625284      0.288674   0.000315557   2.31732e-07   0.000282525   0.000292186      0.124374      0.206916      0.139154       2.10514     -0.105154      0.149719      0.195836      0.116565       2.33026     -0.330394   4.14357e-11
  5.0495    1.7974e-07     0.0704444     0.0704446     0.0249119      0.499335       0.99998   0.000599567      0.288674   0.000315876   2.16073e-07   0.000257149   0.000268206      0.118697      0.209738      0.144213        2.0547    -0.0547102      0.149649      0.195863      0.116627       2.32965     -0.329788   8.84206e-11
  6.0396   1.66503e-07     0.0641604     0.0641606     0.0249119      0.499403      0.999981   0.000577066      0.288674   0.000316265   2.02844e-07     0.0002343   0.000246646      0.113279      0.212537      0.149042       2.00656   -0.00656896      0.149579       0.19589       0.11669       2.32904     -0.329191   1.61469e-10
  7.0297   1.55385e-07      0.058437     0.0584372     0.0249119       0.49946      0.999981   0.000557467      0.288674    0.00031677   1.91665e-07   0.000213499   0.000227034      0.108108      0.215302       0.15365       1.96062      0.039375       0.14951      0.195917      0.116752       2.32842     -0.328604   2.76649e-10
  8.0198   1.46083e-07     0.0532242     0.0532243     0.0249119      0.499509      0.999981   0.000540525      0.288674    0.00031746   1.82243e-07   0.000194453   0.000209085      0.103174      0.218022      0.158048       1.91677      0.083222       0.14944      0.195944      0.116814       2.32781     -0.328034   4.58658e-10
  9.0099   1.38361e-07     0.0484763     0.0484765     0.0249119      0.499554       0.99998   0.000526043      0.288674   0.000318438   1.74341e-07   0.000176961   0.000192604     0.0984645       0.22069      0.162245       1.87493      0.125068       0.14937      0.195971      0.116876       2.32719     -0.327488   7.43626e-10
