    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125        0.1125      0.011974      0.564674      0.931816         0.001      0.288678   0.000380312   6.66851e-07   0.000493181   0.000493888          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.26912e-07
 1.01737   2.92683e-07      0.109609       0.10961     0.0105962      0.497567      0.999838   0.000765092      0.288677   0.000314646   3.29789e-07   0.000423234    0.00043287       0.14806      0.196481      0.118046       2.31542      -0.31563       0.14998      0.195736      0.116334       2.33061     -0.332705  -2.54561e-11
 2.00993   2.74241e-07      0.106926      0.106927     0.0105962      0.498296      0.999874   0.000740596      0.288676   0.000314875   3.12975e-07   0.000394659   0.000408931      0.146237      0.197202       0.11967       2.29928     -0.299428      0.149962      0.195743      0.116351       2.33104     -0.332565  -1.99694e-11
 3.00248   2.59825e-07      0.104309      0.104309     0.0105962      0.498627      0.999889   0.000720867      0.288675   0.000315248   2.99981e-07   0.000372044    0.00039053      0.144436      0.197929      0.121275        2.2833     -0.283426      0.149943       0.19575      0.116368       2.33115      -0.33245   1.46504e-11
 4.01985   2.47289e-07      0.101693      0.101693     0.0105962      0.498829      0.999897   0.000703262      0.288674     0.0003157    2.8876e-07   0.000352105   0.000374665      0.142613      0.198679        0.1229       2.26712     -0.267229      0.149924      0.195757      0.116385       2.33114     -0.332368   4.65267e-11
 5.01241   2.36523e-07     0.0992034     0.0992037     0.0105962      0.498966      0.999903   0.000687784      0.288674   0.000316217   2.79145e-07   0.000334692   0.000361056      0.140857      0.199414      0.124465       2.25153     -0.251624      0.149906      0.195765      0.116401       2.33109     -0.332337   9.30733e-11
 6.00496    2.2687e-07     0.0967751     0.0967754     0.0105962      0.499068      0.999908   0.000673602      0.288673   0.000316913   2.70508e-07   0.000318726   0.000348756      0.139122      0.200153      0.126011       2.23613     -0.236212      0.149887      0.195772      0.116418         2.331      -0.33237   1.81975e-10
 7.02233   2.17955e-07     0.0943478      0.094348     0.0105962      0.499151      0.999912   0.000660234      0.288673   0.000317963   2.62481e-07   0.000303517   0.000337178      0.137367      0.200913      0.127576       2.22053     -0.220611      0.149868      0.195779      0.116435        2.3309     -0.332504   3.38201e-10
 8.01489   2.10112e-07     0.0920384     0.0920386     0.0105962      0.499218      0.999916   0.000648247      0.288672   0.000319431   2.55345e-07   0.000289587   0.000326676      0.135675      0.201658      0.129083       2.20551     -0.205581      0.149849      0.195786      0.116451       2.33078     -0.332772    5.6538e-10
 9.00744   2.03054e-07     0.0897855     0.0897857     0.0105962      0.499274      0.999919   0.000637267      0.288672   0.000321436   2.48828e-07   0.000276406   0.000316815      0.134004      0.202404      0.130573       2.19066     -0.190737      0.149831      0.195793      0.116468       2.33066     -0.333224   8.83606e-10
      10   1.96757e-07     0.0875877     0.0875879     0.0105962      0.499323      0.999922   0.000627306      0.288672   0.000324093   2.42898e-07   0.000263866   0.000307492      0.132354      0.203152      0.132043       2.17601     -0.176076      0.149812        0.1958      0.116484       2.33053     -0.333926    1.3336e-09
 11.0174    1.9112e-07     0.0853908      0.085391     0.0105962      0.499368      0.999924   0.000618256      0.288671   0.000327732    2.3745e-07   0.000251594   0.000298415      0.130683       0.20392      0.133532       2.16117     -0.161237      0.149793      0.195808      0.116501       2.33039     -0.335003   1.99833e-09
 12.0099   1.86497e-07     0.0833006     0.0833008     0.0105962      0.499406      0.999927   0.000610732      0.288671   0.000332503   2.32806e-07   0.000240125   0.000289966      0.129074       0.20467      0.134966       2.14687      -0.14694      0.149775      0.195815      0.116518       2.33026     -0.336539   2.92042e-09
