    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125      0.112501      0.069737       0.52015       1.07167         0.001      0.288678   0.000379404   6.66935e-07   0.000493234     0.0004942          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.13526e-07
 1.06383   2.32749e-07     0.0912079     0.0912081     0.0641036      0.498981      0.999994   0.000682274      0.288675   0.000315324   2.68114e-07    0.00033856   0.000343598      0.135061      0.201931      0.129629       2.20011     -0.200124      0.149843      0.195789      0.116455       2.33132     -0.331468  -1.82223e-12
 2.12766   1.81377e-07     0.0703809     0.0703811     0.0641035      0.499331      0.999995   0.000602291      0.288675   0.000315277   2.16902e-07   0.000261122   0.000268243      0.118643      0.209765      0.144261       2.05423    -0.0542346      0.149649      0.195863      0.116628       2.32964     -0.329744   2.54272e-12
 3.19149   1.49466e-07     0.0543097     0.0543098     0.0641035      0.499489      0.999994   0.000546747      0.288675   0.000315295   1.84861e-07   0.000204552   0.000213263      0.104221      0.217439      0.157115       1.92607       0.07392      0.149455      0.195938      0.116801       2.32794     -0.328023   1.57874e-11
 4.04255   1.32674e-07     0.0441383     0.0441384     0.0641035      0.499581      0.999993   0.000515119      0.288675   0.000315322   1.67872e-07   0.000168201   0.000177942     0.0939556      0.223307      0.166263       1.83486      0.165133        0.1493      0.195998      0.116939       2.32657     -0.326648   3.13625e-11
 5.10638   1.18798e-07     0.0340595     0.0340596     0.0641035      0.499672      0.999993   0.000487437      0.288675   0.000315372   1.53703e-07   0.000131219   0.000142009     0.0825342      0.230199      0.176443       1.73338       0.26662      0.149107      0.196073      0.117111       2.32486     -0.324931   5.74275e-11
 6.17021   1.10094e-07     0.0262821     0.0262822     0.0641035      0.499745      0.999992   0.000469242      0.288675   0.000315444   1.44698e-07   0.000101758   0.000113384     0.0725012      0.236543      0.185384       1.64423      0.355771      0.148913      0.196148      0.117283       2.32315     -0.323218    9.3854e-11
 7.02128   1.05551e-07     0.0213599       0.02136     0.0641035      0.499792      0.999992   0.000459458      0.288675   0.000315521   1.39924e-07   8.25579e-05   9.47286e-05     0.0653603      0.241211      0.191749       1.58077      0.419224      0.148759      0.196208      0.117421       2.32178     -0.321849   1.32747e-10
 8.08511   1.01843e-07     0.0164824     0.0164825     0.0641035      0.499841      0.999992   0.000451315      0.288675   0.000315647   1.35951e-07   6.29744e-05   7.57009e-05      0.057415      0.246544       0.19883       1.51017      0.489824      0.148566      0.196283      0.117592       2.32008     -0.320142   1.98596e-10
 9.14894   9.95681e-08     0.0127187     0.0127188     0.0641035      0.499879      0.999992   0.000446247      0.288675   0.000315818   1.33441e-07   4.73651e-05   6.05346e-05     0.0504355      0.251343       0.20505       1.44816      0.551842      0.148374      0.196358      0.117764       2.31837     -0.318438   2.90105e-10
