    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125        0.1125     0.0269392      0.520282      0.999916         0.001      0.288678    0.00037889   6.67034e-07   0.000493385   0.000494446          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.28372e-07
 1.11111    2.7341e-07      0.103894      0.103894     0.0247423       0.49831      0.999938   0.000739473      0.288676   0.000314441   3.08867e-07   0.000397586   0.000402132      0.144148      0.198047       0.12153       2.28084     -0.280867       0.14994      0.195751      0.116368       2.33209     -0.332336  -8.84322e-12
 2.22222   2.38035e-07     0.0935512     0.0935515     0.0247423      0.498901      0.999963   0.000689978      0.288676   0.000314546   2.74365e-07    0.00034604   0.000353195      0.136785      0.201168      0.128092       2.21543     -0.215443      0.149862      0.195781      0.116438       2.33148     -0.331642  -4.65868e-12
 3.05556   2.18155e-07      0.086476     0.0864762     0.0247423      0.499084      0.999964   0.000660538      0.288676   0.000314752   2.54928e-07   0.000316532   0.000325432      0.131511      0.203538      0.132793       2.16857     -0.168578      0.149803      0.195804      0.116491       2.33098     -0.331125   8.10161e-12
 4.16667   1.96421e-07     0.0778676     0.0778677     0.0247423       0.49923      0.999964   0.000626771      0.288676   0.000315079   2.33559e-07   0.000283214   0.000294274      0.124794      0.206712      0.138779       2.10888     -0.108889      0.149724      0.195834      0.116561        2.3303      -0.33044   4.41342e-11
       5   1.82779e-07     0.0719784     0.0719786     0.0247423      0.499306      0.999962   0.000604615      0.288676   0.000315347   2.20064e-07   0.000261224   0.000273789      0.119982      0.209089      0.143068       2.06612    -0.0661322      0.149665      0.195857      0.116613       2.32979      -0.32993   8.29031e-11
 6.11111   1.67449e-07     0.0648132     0.0648134     0.0247423      0.499386      0.999961   0.000578703      0.288676    0.00031578   2.04801e-07   0.000234815   0.000249237      0.113854      0.212235       0.14853       2.01167    -0.0116763      0.149587      0.195887      0.116683        2.3291      -0.32926   1.64832e-10
 7.22222   1.54863e-07     0.0583612     0.0583614     0.0247423       0.49945       0.99996   0.000556531      0.288676   0.000316377   1.92165e-07   0.000211071   0.000227191      0.108038       0.21534      0.153713          1.96     0.0399981      0.149509      0.195917      0.116753       2.32841     -0.328604   3.04127e-10
 8.05556    1.4696e-07     0.0539474     0.0539475     0.0247423      0.499492       0.99996   0.000542145      0.288676   0.000316999   1.84158e-07   0.000194747   0.000212044      0.103872      0.217632      0.157425       1.92298     0.0770144       0.14945       0.19594      0.116805        2.3279     -0.328126   4.68736e-10
 9.16667   1.38201e-07     0.0485771     0.0485772     0.0247423      0.499543      0.999959    0.00052574      0.288676   0.000318195   1.75176e-07   0.000174724    0.00019347     0.0985668      0.220631      0.162154       1.87584      0.124159      0.149371       0.19597      0.116875        2.3272     -0.327519   8.15987e-10
      10   1.32827e-07     0.0449032     0.0449033     0.0247423      0.499578      0.999959   0.000515417      0.288676   0.000319498   1.69574e-07   0.000160893   0.000180641     0.0947662      0.222832      0.165541       1.84207       0.15793      0.149313      0.195993      0.116927       2.32669     -0.327096   1.21996e-09
 11.1111    1.2712e-07     0.0404332     0.0404334     0.0247423       0.49962      0.999959   0.000504223      0.288676   0.000322047   1.63478e-07   0.000143887    0.00016487     0.0899258      0.225697      0.169855       1.79906      0.200943      0.149234      0.196023      0.116997       2.32599     -0.326601   2.05637e-09
 12.2222   1.23023e-07     0.0364083     0.0364084     0.0247423      0.499658      0.999958   0.000496031      0.288676   0.000325991   1.58878e-07   0.000128381    0.00015049     0.0853326      0.228477      0.173949       1.75824      0.241759      0.149156      0.196054      0.117067        2.3253     -0.326226   3.42909e-09
 13.0556   1.21048e-07     0.0336547     0.0336548     0.0247423      0.499684      0.999958   0.000492033      0.288676   0.000330322   1.56432e-07   0.000117652   0.000140541     0.0820423      0.230504      0.176881       1.72901      0.270997      0.149098      0.196076      0.117119       2.32478     -0.326067   5.01669e-09
 14.1667   1.20095e-07     0.0303045     0.0303046     0.0247423      0.499717      0.999958   0.000490092      0.288676   0.000338885   1.54684e-07   0.000104451   0.000128298     0.0778518      0.233128      0.180616       1.69177      0.308238      0.149019      0.196107      0.117189       2.32409     -0.326111   8.33246e-09
      15   1.20945e-07     0.0280126     0.0280128     0.0247423       0.49974      0.999958   0.000491824      0.288676   0.000348366   1.54765e-07   9.53156e-05   0.000119827       0.07485      0.235035      0.183291        1.6651      0.334917      0.148961      0.196129      0.117241       2.32357     -0.326438   1.22175e-08
 16.1111   1.24974e-07     0.0252242     0.0252243     0.0247423      0.499767      0.999958   0.000499948      0.288676   0.000367176   1.57423e-07   8.40737e-05   0.000109402      0.071027      0.237497      0.186698       1.63112      0.368901      0.148883       0.19616      0.117311       2.32288     -0.327499   2.04613e-08
 17.2222   1.33969e-07     0.0227133     0.0227135     0.0247423      0.499793      0.999958   0.000517627      0.288676   0.000396522   1.64438e-07   7.38175e-05   9.98906e-05     0.0673993      0.239866      0.189932       1.59889       0.40116      0.148805       0.19619       0.11738       2.32219     -0.329725   3.45511e-08
 18.0556    1.4581e-07     0.0209957     0.0209959     0.0247423       0.49981      0.999958   0.000540018      0.288676   0.000428589   1.74169e-07     6.672e-05   9.33087e-05     0.0648008      0.241582      0.192248        1.5758      0.424279      0.148746      0.196213      0.117433       2.32167     -0.332635   5.15104e-08
 19.1667   1.72659e-07     0.0189061     0.0189062     0.0247424      0.499832      0.999958   0.000587637      0.288676   0.000490396   1.96873e-07   5.79854e-05   8.52086e-05     0.0614916      0.243791      0.195197       1.54639      0.453751      0.148668      0.196243      0.117503       2.32098     -0.339247   8.85635e-08
      20   2.05981e-07     0.0174767     0.0174769     0.0247424      0.499847      0.999958   0.000641843      0.288676   0.000555944   2.25535e-07   5.19408e-05   7.96031e-05     0.0591214      0.245388       0.19731       1.52532      0.474895      0.148609      0.196266      0.117555       2.32046     -0.347461   1.33977e-07
 21.1111   2.80204e-07     0.0157381     0.0157384     0.0247424      0.499865      0.999958   0.000748604      0.288677   0.000677996   2.90144e-07    4.4502e-05   7.27045e-05     0.0561036       0.24744           0.2       1.49849      0.501903      0.148531      0.196296      0.117625       2.31977      -0.36571   2.35084e-07
 22.2222   4.13318e-07     0.0141734     0.0141739     0.0247425      0.499882      0.999958   0.000909195      0.288677   0.000853026   4.07135e-07   3.77155e-05   6.64106e-05     0.0532418      0.249406      0.202553       1.47303      0.527689      0.148453      0.196327      0.117696       2.31908     -0.398186   4.17469e-07
 23.0556   5.79839e-07     0.0131041     0.0131047     0.0247427      0.499893      0.999958    0.00107688      0.288678    0.00103043   5.54418e-07   3.30192e-05    6.2055e-05     0.0511939      0.250824       0.20438       1.45479      0.546345      0.148394      0.196349       0.11775       2.31856     -0.438392   6.47274e-07
 24.1667   9.58085e-07     0.0118055     0.0118064     0.0247429      0.499908      0.999958    0.00138426      0.288679    0.00134888   8.90766e-07   2.72397e-05   5.66947e-05     0.0485911      0.252643      0.206706       1.43156      0.570548      0.148315       0.19638      0.117824       2.31787     -0.528392   1.17356e-06
      25   1.43867e-06     0.0109202     0.0109216     0.0247433      0.499918      0.999959    0.00169627      0.288681    0.00166775   1.31997e-06   2.32403e-05   5.29851e-05     0.0467337      0.253955       0.20837       1.41492      0.588454      0.148255      0.196403      0.117881       2.31736     -0.640782    1.8474e-06
 26.1111   2.54834e-06    0.00985043    0.00985298     0.0247441       0.49993      0.999959    0.00225758      0.288686    0.00223641   2.31483e-06   1.83188e-05   4.84197e-05     0.0443857      0.255634      0.210483       1.39374      0.612643      0.148175      0.196433      0.117962       2.31667     -0.894407    3.4152e-06
 27.2222   4.62864e-06    0.00890252    0.00890715     0.0247457      0.499942       0.99996    0.00304258      0.288695      0.003027   4.18682e-06   1.38294e-05   4.42543e-05      0.042196      0.257237      0.212477       1.37364      0.638503      0.148091      0.196463      0.118052       2.31598       -1.3543   6.37709e-06
 28.0556   7.33053e-06     0.0082723    0.00827963     0.0247476       0.49995      0.999961    0.00382898      0.288706    0.00381664   6.62473e-06   1.07232e-05   4.13716e-05     0.0406751       0.25839      0.213891       1.35924      0.660513      0.148026      0.196486      0.118129       2.31546       -1.9292   1.02461e-05
 29.1667   1.36936e-05     0.0075498     0.0075635     0.0247524      0.499961      0.999963    0.00523328      0.288733    0.00522426   1.23799e-05   6.90175e-06   3.78235e-05     0.0388582      0.259861      0.215658       1.34093      0.697055      0.147933      0.196517      0.118256       2.31477      -3.20836   1.94018e-05
      30   2.20163e-05    0.00711325    0.00713527     0.0247585      0.499969      0.999966    0.00663571      0.288768    0.00662854   1.99214e-05   4.25858e-06   3.53679e-05      0.037718      0.260916       0.21688       1.32782      0.734279      0.147854      0.196539      0.118379       2.31426      -4.75994    3.1415e-05
 31.1111   4.16304e-05    0.00672219    0.00676382     0.0247731       0.49998      0.999972    0.00912474       0.28885     0.0091193   3.77174e-05   1.00888e-06   3.23451e-05     0.0366666      0.262253      0.218329       1.31118      0.808162       0.14773       0.19657      0.118605       2.31357      -8.02698   5.97484e-05
 32.2222   7.85336e-05    0.00666145    0.00673998     0.0248005      0.499991       0.99998     0.0125326      0.289007      0.012528   7.12094e-05  -1.94946e-06   2.95862e-05     0.0365005      0.263503      0.219483       1.29547      0.931392      0.147568        0.1966       0.11894       2.31289      -13.2037    0.00011285
 33.0556   0.000125386    0.00696004    0.00708542     0.0248355      0.499997      0.999982     0.0158358      0.289207     0.0158309   0.000113668  -3.98867e-06   2.76758e-05     0.0373096      0.264373      0.220056       1.28432       1.07737      0.147404      0.196622      0.119297       2.31237      -18.6267   0.000179619
 34.1667   0.000228364    0.00809863    0.00832699     0.0249129      0.499989      0.999952     0.0213712      0.289657     0.0213638   0.000206538  -6.47646e-06   2.53226e-05     0.0402458      0.265414      0.220215       1.27036       1.37924        0.1471      0.196652      0.119964        2.3117      -27.8424   0.000323336
      35   0.000347184    0.00978215     0.0101293     0.0250032      0.499943      0.999848     0.0263509      0.290192     0.0263382   0.000312727  -8.16661e-06   2.36919e-05     0.0442315      0.266074      0.219683       1.26066        1.7069      0.146783      0.196673      0.120635        2.3112      -35.5676    0.00048371
 36.1111   0.000569954     0.0136047     0.0141747     0.0251761      0.499722       0.99939     0.0337625      0.291244     0.0337331   0.000508811  -1.01706e-05   2.16807e-05     0.0521627      0.266717      0.217773       1.24899       2.27812      0.146224      0.196701      0.121756       2.31052      -44.5989   0.000768474
 37.2222   0.000849178     0.0196379     0.0204871     0.0254015      0.499069      0.998071     0.0412111      0.292685     0.0411437   0.000748951  -1.18983e-05   1.98396e-05     0.0626704      0.266964      0.214199       1.23918       2.92943      0.145546      0.196727      0.123052        2.3099      -47.9527    0.00109417
