    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125      0.112501     0.0273343       0.53982       1.04179         0.001      0.288678    0.00038002   6.66888e-07   0.000493172   0.000493989          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.33401e-07
 1.08911   2.67379e-07      0.102368      0.102368     0.0250343      0.498464      0.999951   0.000731271      0.288675   0.000314918   3.02432e-07   0.000388945   0.000393579      0.143086      0.198483      0.122477       2.27141     -0.271428      0.149929      0.195756      0.116378       2.33202     -0.332238  -6.95243e-12
 2.07921   2.37287e-07     0.0932361     0.0932364     0.0250343      0.498925      0.999973   0.000688893      0.288675   0.000315048    2.7284e-07   0.000345222   0.000351648      0.136555      0.201269      0.128298       2.21338     -0.213394      0.149859      0.195782       0.11644       2.33146      -0.33162  -5.42929e-12
 3.06931   2.14345e-07      0.084919     0.0849192     0.0250343      0.499128      0.999978   0.000654745      0.288674   0.000315285    2.5022e-07   0.000311334   0.000319336      0.130322      0.204087      0.133852         2.158      -0.15801      0.149789      0.195809      0.116503       2.33087     -0.331005   1.06621e-11
 4.05941   1.95528e-07     0.0773439      0.077344     0.0250343      0.499251       0.99998   0.000625345      0.288674   0.000315562   2.31587e-07   0.000282607   0.000292059      0.124374      0.206916      0.139154       2.10514     -0.105154      0.149719      0.195836      0.116565       2.33026     -0.330394   4.13895e-11
  5.0495    1.7978e-07     0.0704444     0.0704446     0.0250343      0.499338       0.99998   0.000599633      0.288674   0.000315878   2.15922e-07   0.000257267    0.00026806      0.118697      0.209738      0.144213        2.0547    -0.0547102      0.149649      0.195863      0.116627       2.32965     -0.329789   8.85587e-11
  6.0396   1.66542e-07     0.0641604     0.0641606     0.0250343      0.499405       0.99998   0.000577135      0.288674   0.000316266    2.0269e-07    0.00023445    0.00024648      0.113279      0.212537      0.149042       2.00656   -0.00656896      0.149579       0.19589       0.11669       2.32904     -0.329191   1.62585e-10
  7.0297   1.55423e-07      0.058437     0.0584372     0.0250343      0.499462       0.99998   0.000557536      0.288674   0.000316768   1.91512e-07   0.000213678    0.00022685      0.108108      0.215302       0.15365       1.96062      0.039375       0.14951      0.195917      0.116752       2.32842     -0.328605   2.78807e-10
  8.0198   1.46119e-07     0.0532242     0.0532243     0.0250343      0.499512       0.99998    0.00054059      0.288674   0.000317451   1.82089e-07   0.000194659   0.000208884      0.103174      0.218022      0.158048       1.91677      0.083222       0.14944      0.195944      0.116814       2.32781     -0.328036   4.60835e-10
  9.0099   1.38389e-07     0.0484763     0.0484765     0.0250343      0.499556       0.99998   0.000526098      0.288674   0.000318413   1.74187e-07   0.000177192   0.000192387     0.0984645       0.22069      0.162245       1.87493      0.125068       0.14937      0.195971      0.116876       2.32719     -0.327491   7.43482e-10
      10   1.32052e-07      0.044152     0.0441522     0.0250343      0.499596       0.99998    0.00051391      0.288674   0.000319794   1.67623e-07   0.000161124   0.000177213     0.0939702      0.223299       0.16625       1.83499      0.165004        0.1493      0.195998      0.116939       2.32658     -0.326982   1.17971e-09
 11.0891   1.26539e-07     0.0398395     0.0398396     0.0250343      0.499636       0.99998   0.000503068      0.288674    0.00032204   1.61793e-07   0.000144917   0.000161909     0.0892631      0.226095      0.170446       1.79317      0.206831      0.149223      0.196028      0.117007        2.3259     -0.326487   1.93328e-09
 12.0792   1.22786e-07     0.0362856     0.0362857     0.0250343       0.49967       0.99998   0.000495553      0.288674   0.000325068   1.57681e-07   0.000131403   0.000149148     0.0851887      0.228565      0.174077       1.75696      0.243036      0.149154      0.196055      0.117069       2.32528     -0.326127   3.00541e-09
 13.0693   1.20257e-07     0.0330488     0.0330489     0.0250343      0.499701       0.99998   0.000490422      0.288674   0.000329512   1.54709e-07   0.000118953   0.000137392     0.0813004      0.230965      0.177542       1.72241      0.277589      0.149084      0.196082      0.117131       2.32466     -0.325899   4.66128e-09
 14.0594   1.19094e-07     0.0301007     0.0301008     0.0250343      0.499729       0.99998   0.000488044      0.288674   0.000336086    1.5299e-07   0.000107481    0.00012656     0.0775896      0.233294      0.180849       1.68944      0.310567      0.149014      0.196109      0.117193       2.32405     -0.325874   7.23949e-09
 15.0495   1.19614e-07     0.0274156     0.0274157     0.0250343      0.499755       0.99998    0.00048911      0.288674   0.000345872   1.52796e-07   9.69107e-05   0.000116579     0.0740481      0.235549      0.184006       1.65797      0.342042      0.148945      0.196136      0.117255       2.32343     -0.326164   1.12909e-08
 16.0396   1.22413e-07     0.0249701     0.0249702     0.0250343      0.499779       0.99998   0.000494798      0.288674    0.00036049   1.54645e-07   8.71706e-05   0.000107382     0.0706684       0.23773      0.187018       1.62794      0.372084      0.148875      0.196163      0.117317       2.32282      -0.32695   1.77217e-08
 17.0297   1.28533e-07     0.0227428     0.0227429     0.0250343      0.499801       0.99998   0.000507016      0.288674   0.000382306   1.59452e-07   7.81953e-05   9.89066e-05     0.0674429      0.239837      0.189893       1.59928      0.400761      0.148806       0.19619      0.117379        2.3222     -0.328523   2.80361e-08
