    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125        0.1125     0.0271271       0.54462       1.03292         0.001      0.288678   0.000379886   6.66939e-07   0.000493059   0.000493988          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.23824e-07
 1.13208   2.69044e-07       0.10282       0.10282     0.0248856      0.498416      0.999943   0.000733545      0.288675   0.000314805   3.04084e-07    0.00039147   0.000395778      0.143402      0.198353      0.122196       2.27421     -0.274232      0.149933      0.195754      0.116375       2.33204     -0.332268  -7.15634e-12
 2.07547   2.39638e-07     0.0940616     0.0940619     0.0248856      0.498887      0.999964   0.000692297      0.288675   0.000314934   2.75154e-07   0.000348841   0.000354755      0.137158      0.201005       0.12776       2.21874     -0.218754      0.149866       0.19578      0.116434       2.33151     -0.331679  -4.80746e-12
 3.01887   2.17192e-07     0.0860493     0.0860495     0.0248856      0.499095      0.999968   0.000659079      0.288675   0.000315175   2.53018e-07   0.000315804   0.000323132      0.131186      0.203687      0.133082       2.16568     -0.165691      0.149799      0.195806      0.116494       2.33095     -0.331093   1.04245e-11
 4.15094   1.95383e-07     0.0773302     0.0773304     0.0248856      0.499239      0.999969   0.000625113      0.288675   0.000315516    2.3141e-07    0.00028262    0.00029151      0.124363      0.206922      0.139164       2.10505     -0.105057      0.149719      0.195836      0.116565       2.33026     -0.330396   4.98843e-11
 5.09434   1.80329e-07     0.0707431     0.0707433     0.0248856      0.499322      0.999969   0.000600549      0.288675   0.000315841   2.16422e-07   0.000258432   0.000268524      0.118948       0.20961      0.143989       2.05694    -0.0569439      0.149652      0.195862      0.116625       2.32968     -0.329822   1.01447e-10
 6.03774   1.67578e-07     0.0647171     0.0647173     0.0248856      0.499387      0.999968   0.000578927      0.288675   0.000316237   2.03668e-07   0.000236557   0.000247765      0.113769       0.21228      0.148605       2.01092     -0.010926      0.149586      0.195888      0.116684       2.32909     -0.329255   1.81015e-10
 7.16981   1.54839e-07     0.0581595     0.0581597     0.0248856      0.499452      0.999968   0.000556487      0.288675   0.000316873   1.90848e-07   0.000212772   0.000225212      0.107851      0.215442      0.153879       1.95834     0.0416586      0.149506      0.195918      0.116755       2.32839     -0.328591   3.35405e-10
 8.11321   1.46052e-07     0.0532054     0.0532056     0.0248856      0.499499      0.999968   0.000540466      0.288675   0.000317618   1.81937e-07   0.000194705   0.000208087      0.103156      0.218032      0.158064       1.91661     0.0833836      0.149439      0.195944      0.116814        2.3278     -0.328057    5.4205e-10
  9.0566   1.38711e-07     0.0486733     0.0486734     0.0248856      0.499541      0.999968   0.000526708      0.288675   0.000318667   1.74423e-07   0.000178045   0.000192299     0.0986644      0.220575      0.162067        1.8767      0.123292      0.149373       0.19597      0.116874       2.32722      -0.32755   8.58688e-10
