    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125      0.112501       0.08541       0.52015       1.07167         0.001      0.288678   0.000379404   6.66935e-07   0.000493234     0.0004942          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.13526e-07
 1.06383   2.21474e-07     0.0870069     0.0870071     0.0785105      0.499082      0.999997   0.000665544      0.288675   0.000315241   2.56703e-07   0.000322347   0.000327317      0.131914      0.203353      0.132433       2.17215     -0.172159      0.149807      0.195802      0.116486       2.33102     -0.331154  -1.17655e-12
 2.12766   1.66853e-07     0.0633395     0.0633397     0.0785105      0.499403      0.999996   0.000577673      0.288675   0.000315177   2.02047e-07   0.000237318   0.000244097      0.112552       0.21292       0.14969        2.0001  -0.000108824       0.14957      0.195894      0.116698       2.32895     -0.329043   2.82443e-12
 3.19149   1.35959e-07     0.0461101     0.0461102     0.0785105       0.49956      0.999995   0.000521457      0.288675   0.000315175     1.709e-07   0.000176664   0.000184757     0.0960314      0.222095      0.164413       1.85331      0.146688      0.149333      0.195985       0.11691       2.32686     -0.326936   1.39165e-11
 4.04255   1.21157e-07     0.0357679      0.035768     0.0785105      0.499653      0.999994   0.000492254      0.288675   0.000315187   1.55847e-07   0.000139164   0.000148071     0.0845788      0.228939       0.17462       1.75154      0.248453      0.149143      0.196059      0.117079       2.32519     -0.325252   2.62155e-11
 5.10638   1.09998e-07     0.0260384     0.0260385     0.0785105      0.499744      0.999994   0.000469037      0.288675   0.000315217   1.44373e-07   0.000102645   0.000112344     0.0721643      0.236761      0.185685       1.64123      0.358765      0.148906       0.19615      0.117289       2.32309     -0.323151   4.58508e-11
 6.17021   1.03695e-07     0.0189555     0.0189556     0.0785105      0.499812      0.999994   0.000455401      0.288675   0.000315261   1.37784e-07   7.49875e-05   8.52864e-05     0.0615719      0.243736      0.195125       1.54711      0.452886       0.14867      0.196242        0.1175         2.321     -0.321054    7.2059e-11
 7.02128   1.00711e-07     0.0147039      0.014704     0.0785104      0.499854      0.999994     0.0004488      0.288675   0.000315307   1.34599e-07   5.77758e-05   6.84483e-05      0.054229      0.248722      0.201669       1.48186      0.518134      0.148482      0.196316      0.117668       2.31932     -0.319379   9.87771e-11
 8.08511   9.84996e-08     0.0107042     0.0107043     0.0785104      0.499896      0.999994   0.000443846      0.288675   0.000315381   1.32175e-07   4.10011e-05   5.20376e-05     0.0462692      0.254255      0.208763       1.41114      0.588863      0.148246      0.196408      0.117878       2.31724     -0.317288   1.41776e-10
 9.14894    9.7289e-08    0.00779248    0.00779257     0.0785104      0.499927      0.999994    0.00044111      0.288675   0.000315475    1.3079e-07    2.8295e-05   3.96073e-05     0.0394778      0.259076      0.214816       1.35079       0.64921      0.148011        0.1965      0.118087       2.31515     -0.315202     1.981e-10
