    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125      0.112501      0.010274      0.525349       1.05404         0.001      0.288678   0.000379986   6.66902e-07   0.000493207   0.000494088          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.21187e-07
 1.04478   2.93798e-07      0.109671      0.109671    0.00942151      0.497494      0.999838   0.000766548      0.288676   0.000315383   3.29899e-07   0.000425723   0.000432276      0.148102      0.196464      0.118009       2.31578     -0.315998      0.149981      0.195736      0.116334        2.3306     -0.332709  -2.28343e-11
 2.01493   2.75543e-07      0.107046      0.107046     0.0094215      0.498225      0.999884   0.000742352      0.288675    0.00031558   3.12329e-07   0.000398768   0.000407421      0.146319       0.19717      0.119598           2.3     -0.300155      0.149963      0.195743       0.11635       2.33104     -0.332571   -1.6629e-11
  3.0597   2.60306e-07       0.10429       0.10429     0.0094215      0.498574      0.999905   0.000721535      0.288675   0.000316017   2.97762e-07    0.00037612   0.000386793      0.144423      0.197935      0.121287       2.28319     -0.283308      0.149943       0.19575      0.116368       2.33115     -0.332451   2.08856e-11
 4.02985   2.48348e-07      0.101794      0.101794     0.0094215      0.498764      0.999915   0.000704767      0.288674   0.000316534   2.86385e-07   0.000358161   0.000370622      0.142684       0.19865      0.122837       2.26775     -0.267859      0.149925      0.195757      0.116384       2.33114     -0.332375   4.97615e-11
       5   2.37781e-07     0.0993577     0.0993579    0.00942149      0.498896      0.999921    0.00068961      0.288674    0.00031711   2.76347e-07   0.000342092   0.000356295      0.140966      0.199368      0.124368        2.2525     -0.252597      0.149907      0.195764        0.1164       2.33109     -0.332343   8.92546e-11
 6.04478   2.27594e-07     0.0967993     0.0967995    0.00942149      0.499001      0.999926   0.000674676      0.288673   0.000317908   2.66657e-07   0.000326297   0.000342342       0.13914      0.200146      0.125996       2.23628     -0.236366      0.149887      0.195772      0.116418         2.331     -0.332377   1.80518e-10
 7.01493   2.19077e-07     0.0944827     0.0944829    0.00942149      0.499077      0.999929   0.000661932      0.288673   0.000318984   2.58513e-07   0.000312704   0.000330427      0.137465      0.200871      0.127488        2.2214     -0.221483      0.149869      0.195779      0.116434        2.3309     -0.332505   3.27854e-10
  8.0597    2.1082e-07     0.0920499     0.0920501    0.00942149      0.499144      0.999932   0.000649339      0.288673   0.000320659   2.50535e-07   0.000298987   0.000318481      0.135683      0.201654      0.129076       2.20558     -0.205657       0.14985      0.195786      0.116451       2.33078     -0.332792   5.69255e-10
 9.02985   2.03956e-07     0.0898469     0.0898471    0.00942149      0.499196      0.999934    0.00063868      0.288673   0.000322828   2.43797e-07   0.000286962   0.000308064       0.13405      0.202383      0.130532       2.19107     -0.191145      0.149831      0.195793      0.116467       2.33066     -0.333249    8.9213e-10
      10   1.97854e-07     0.0876967     0.0876969    0.00942149      0.499241      0.999936   0.000629053      0.288672   0.000325739   2.37675e-07    0.00027552   0.000298195      0.132436      0.203114       0.13197       2.17674     -0.176808      0.149813        0.1958      0.116483       2.33053     -0.333957   1.35277e-09
