    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125        0.1125     0.0271989      0.525319       1.03497         0.001      0.288678   0.000379958   6.66897e-07   0.000493145   0.000493902          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.33421e-07
 1.05263   2.68788e-07      0.102781      0.102782      0.024953      0.498431      0.999939   0.000733196      0.288675   0.000314651   3.03704e-07   0.000391001   0.000395782      0.143375      0.198364      0.122219       2.27397     -0.273994      0.149932      0.195754      0.116375       2.33204     -0.332265  -6.51408e-12
       2   2.39422e-07     0.0939911     0.0939914      0.024953      0.498901      0.999961   0.000691985      0.288675   0.000314754   2.74822e-07   0.000348284   0.000354844      0.137107      0.201027      0.127806       2.21828     -0.218297      0.149865       0.19578      0.116435       2.33151     -0.331673  -5.78051e-12
 3.05263   2.14741e-07      0.085103     0.0851032      0.024953      0.499125      0.999968   0.000655348      0.288674   0.000314988   2.50491e-07   0.000311844   0.000320126      0.130463      0.204022      0.133727       2.15925     -0.159264      0.149791      0.195809      0.116501       2.33088     -0.331018   8.45011e-12
       4   1.96592e-07     0.0778246     0.0778248      0.024953      0.499245       0.99997   0.000627044      0.288674   0.000315237   2.32527e-07   0.000284187    0.00029389      0.124759      0.206729       0.13881       2.10857     -0.108583      0.149724      0.195834      0.116561        2.3303     -0.330433   3.44678e-11
 5.05263   1.79738e-07     0.0704652     0.0704654      0.024953      0.499339      0.999971   0.000599564      0.288674   0.000315552   2.15769e-07   0.000257132    0.00026829      0.118714      0.209729      0.144198       2.05486    -0.0548659       0.14965      0.195863      0.116627       2.32965     -0.329788   7.94666e-11
       6   1.67008e-07     0.0644387     0.0644389      0.024953      0.499404      0.999972   0.000577941      0.288674   0.000315896   2.03048e-07   0.000235244   0.000247609      0.113524      0.212408      0.148823       2.00874   -0.00874935      0.149583      0.195889      0.116687       2.32907     -0.329214     1.424e-10
 7.05263   1.55136e-07     0.0583451     0.0583453      0.024953      0.499464      0.999972    0.00055702      0.288674   0.000316386   1.91114e-07   0.000213125   0.000226725      0.108023      0.215348      0.153726       1.95986     0.0401305      0.149508      0.195918      0.116753       2.32841     -0.328587   2.51974e-10
       8   1.46202e-07     0.0533552     0.0533554      0.024953      0.499512      0.999972   0.000540744      0.288674    0.00031698   1.82067e-07   0.000194916    0.00020954      0.103301      0.217951      0.157935        1.9179     0.0820941      0.149442      0.195943      0.116813       2.32783     -0.328037   4.05278e-10
 9.05263   1.37952e-07     0.0483097     0.0483099      0.024953      0.499559      0.999972   0.000525266      0.288674     0.0003179   1.73632e-07   0.000176348    0.00019202     0.0982952      0.220787      0.162396       1.87342      0.126572      0.149367      0.195972      0.116879       2.32717     -0.327448   6.68088e-10
