    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125      0.112501     0.0156839      0.525349       1.05404         0.001      0.288678   0.000379986   6.66902e-07   0.000493207   0.000494088          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.21187e-07
 1.08911   2.84712e-07      0.106534      0.106534     0.0143829      0.497955      0.999895   0.000754602      0.288676   0.000315294    3.1985e-07   0.000413549   0.000418088      0.145968       0.19731      0.119908       2.29701     -0.297041      0.149959      0.195744      0.116351       2.33222     -0.332507  -1.10048e-11
 2.07921   2.61608e-07      0.100939      0.100939     0.0143829      0.498568      0.999934   0.000723337      0.288675   0.000315557   2.97426e-07   0.000379777   0.000386379      0.142084      0.198899       0.12337        2.2625     -0.262523      0.149919       0.19576      0.116387       2.33194     -0.332156  -1.37447e-11
 3.06931   2.43785e-07      0.095638     0.0956383     0.0143829      0.498838      0.999948   0.000698262      0.288674   0.000315991   2.80167e-07   0.000353481   0.000361911      0.138303      0.200507       0.12674       2.22891     -0.228925      0.149878      0.195775      0.116423       2.33162     -0.331815   1.73354e-12
 4.05941   2.28812e-07     0.0906154     0.0906157     0.0143829      0.498999      0.999954    0.00067648      0.288674   0.000316535   2.65644e-07   0.000331062    0.00034123      0.134622      0.202127       0.13002       2.19621      -0.19622      0.149838      0.195791      0.116459       2.33128     -0.331485   4.00175e-11
  5.0495   2.15773e-07     0.0858566     0.0858568     0.0143829      0.499109      0.999957   0.000656922      0.288674   0.000317188   2.52953e-07   0.000311142   0.000322982      0.131039      0.203755      0.133213       2.16437     -0.164386      0.149797      0.195806      0.116495       2.33094     -0.331173   1.00209e-10
  6.0396   2.04237e-07     0.0813477     0.0813479     0.0143829      0.499192      0.999959   0.000639119      0.288674   0.000317993   2.41675e-07   0.000293019   0.000306472      0.127552      0.205388      0.136321       2.13339     -0.133399      0.149757      0.195822      0.116531       2.33059     -0.330887     1.956e-10
  7.0297   1.93977e-07     0.0770756     0.0770758     0.0143829      0.499257      0.999961    0.00062286      0.288673    0.00031903   2.31589e-07   0.000276285   0.000291289      0.124158      0.207021      0.139346       2.10323     -0.103236      0.149717      0.195837      0.116567       2.33024      -0.33064   3.53968e-10
  8.0198   1.84879e-07     0.0730279      0.073028     0.0143829      0.499312      0.999962   0.000608077      0.288673   0.000320439   2.22576e-07   0.000260676   0.000277168      0.120854      0.208652      0.142291       2.07387    -0.0738766      0.149676      0.195853      0.116603       2.32988     -0.330451   6.17616e-10
  9.0099   1.76893e-07     0.0691927     0.0691929     0.0143829      0.499358      0.999963     0.0005948      0.288673   0.000322437   2.14581e-07   0.000246017   0.000263934      0.117637      0.210277      0.145157       2.04529     -0.045298      0.149636      0.195868      0.116639       2.32953     -0.330351   1.04514e-09
      10   1.70027e-07     0.0655589     0.0655591     0.0143829      0.499399      0.999963   0.000583141      0.288673   0.000325324   2.07597e-07   0.000232182   0.000251463      0.114507      0.211894      0.147948       2.01747    -0.0174797      0.149596      0.195884      0.116675       2.32918     -0.330386    1.7223e-09
 11.0891   1.63843e-07     0.0617818      0.061782     0.0143829      0.499439      0.999964   0.000572438      0.288673   0.000330023   2.01134e-07   0.000217811   0.000238521      0.111159       0.21366      0.150931       1.98773     0.0122665      0.149551      0.195901      0.116715       2.32879     -0.330664   2.91072e-09
