    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0   0.000575242     0.0448548     0.0454301       0.00262      0.497965      0.995931     0.0339188      0.291283     0.0339036   0.000373148  -2.43846e-14             0     0.0947152      0.243273      0.178734       1.49473       1.16607      0.135616      0.210316      0.134248       1.90113      0.157468   0.000677232
 1.16279   0.000568915      0.043396     0.0439649    0.00261875       0.49799       0.99598     0.0337317      0.291253     0.0337168   0.000368657  -2.30342e-14             0     0.0931622       0.24379       0.17993       1.48887       1.16704      0.135408      0.210317      0.134328       1.90111     -0.719152   0.000675543
 2.09302   0.000568382     0.0422147     0.0427831    0.00261859      0.498022      0.996043     0.0337159      0.291243     0.0337014   0.000367703  -2.18126e-14             0     0.0918855      0.244337      0.181025       1.48274       1.17707      0.135195       0.21032      0.134433       1.90109      -1.50251   0.000679592
 3.02326   0.000573525     0.0412647     0.0418383    0.00261952      0.498061      0.996121     0.0338681      0.291252      0.033854   0.000370441  -2.07456e-14             0     0.0908457      0.244919      0.182047       1.47628        1.1965       0.13497      0.210324      0.134565       1.90107      -2.27187   0.000689686
 4.18605   0.000588507     0.0404481     0.0410366    0.00262235      0.498119      0.996238     0.0343076      0.291292     0.0342941   0.000379796  -1.96372e-14             0     0.0899423      0.245669      0.183168       1.46805       1.23492      0.134679      0.210331      0.134768       1.90104      -3.26759   0.000711657
 5.11628   0.000607709     0.0401253      0.040733    0.00262605       0.49817      0.996341     0.0348628       0.29135     0.0348497   0.000392463  -1.90436e-14             0     0.0895826      0.246261      0.183897       1.46157       1.27731      0.134444      0.210337      0.134962       1.90103      -4.11874   0.000737181
 6.04651    0.00063345     0.0401235      0.040757    0.00263108      0.498224      0.996449     0.0355935      0.291431     0.0355808     0.0004098  -1.86062e-14             0     0.0895807      0.246825       0.18444        1.4554       1.32959      0.134211      0.210343      0.135187       1.90102      -4.98516   0.000769711
  7.2093   0.000674427     0.0406044     0.0412788    0.00263914      0.498292      0.996585     0.0367268      0.291565     0.0367145   0.000437372  -1.86578e-14             0     0.0901159      0.247458      0.184808       1.44841       1.40644      0.133933      0.210352      0.135507       1.90101      -5.84448   0.000818997
 8.13953   0.000713267     0.0413908     0.0421041    0.00264678      0.498346      0.996692     0.0377695      0.291694     0.0377576   0.000462891  -1.89611e-14             0     0.0909844      0.247881      0.184829       1.44367       1.47375      0.133733      0.210358      0.135781       1.90101      -6.00621   0.000863245
 9.06977    0.00075584     0.0425331      0.043289     0.0026551      0.498399      0.996798     0.0388803      0.291836     0.0388687   0.000489699  -1.95588e-14             0     0.0922314      0.248211      0.184598       1.43997       1.54234      0.133567      0.210364      0.136049       1.90101      -5.45727   0.000908988
