    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0    0.00108824      0.116206      0.117295     0.0575053      0.493236      0.986389     0.0466527      0.294064     0.0465892   0.000575388  -1.94692e-05  -1.28052e-07      0.152451      0.230535      0.142252       1.91052       1.24887      0.183672      0.177254     0.0941178       2.62153       2.08694    0.00152718
 1.05882    0.00082587      0.108409      0.109234     0.0570323       0.49391      0.987737     0.0406416      0.292861     0.0405964   0.000432773  -1.87683e-05  -1.38692e-07      0.147247      0.231224      0.146043       1.89602       1.08174       0.18349      0.177195     0.0941589       2.62101       1.58857    0.00129044
       2   0.000711534      0.100609       0.10132     0.0568501      0.495178      0.990272     0.0377236      0.292196     0.0376923    0.00036942  -1.79978e-05  -1.34484e-07      0.141851      0.232448      0.150234       1.86971       1.00972      0.183238      0.177145     0.0942177       2.62051       1.30494    0.00116632
 3.05882   0.000629465     0.0921958     0.0928253     0.0567217      0.496136      0.992191     0.0354814      0.291724     0.0354582   0.000315452   -1.7177e-05  -1.27522e-07      0.135791      0.234176      0.155099       1.83079      0.957853      0.182909      0.177098     0.0942983       2.61996       1.07275    0.00105533
       4   0.000569003     0.0851047     0.0856737     0.0566254      0.496637      0.993194     0.0337343      0.291414     0.0337149   0.000270508  -1.65307e-05  -1.21889e-07      0.130464       0.23589      0.159452       1.79286      0.918147      0.182604      0.177064     0.0943792       2.61949      0.925631   0.000959731
 5.05882   0.000505326     0.0775176     0.0780229     0.0565215      0.497006      0.993934     0.0317907      0.291112     0.0317741   0.000221882   -1.5899e-05  -1.16603e-07      0.124513      0.237937      0.164353        1.7494      0.874352      0.182269      0.177035     0.0944775       2.61901      0.810025   0.000849853
       6   0.000450439     0.0710624     0.0715129     0.0564307      0.497275      0.994475     0.0300146      0.290857          0.03   0.000181602  -1.54143e-05  -1.12768e-07      0.119216      0.239828      0.168713        1.7111      0.835572      0.181987      0.177015     0.0945698       2.61862      0.725225   0.000750953
 7.05882     0.0003906     0.0640736     0.0644642     0.0563315      0.497577      0.995081       0.02795      0.290575     0.0279376    0.00014139   -1.4945e-05   -1.0927e-07      0.113202      0.242012      0.173618       1.66878      0.793699      0.181692      0.176999     0.0946786       2.61823      0.623471   0.000641791
       8   0.000339885     0.0580858     0.0584257     0.0562477       0.49786      0.995649     0.0260724      0.290331     0.0260619   0.000111199  -1.45886e-05  -1.06766e-07      0.107783      0.243991      0.177969       1.63189      0.760071      0.181446      0.176991     0.0947805       2.61793      0.521606   0.000549976
 9.05882   0.000286735     0.0516118     0.0518986     0.0561606      0.498188      0.996306     0.0239472      0.290069     0.0239388   8.37827e-05   -1.4251e-05  -1.04494e-07      0.101599      0.246244      0.182831       1.59122      0.728433      0.181184      0.176986     0.0949012       2.61764      0.403558   0.000455694
