    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0    0.00121774      0.105832       0.10705    0.00770635      0.488754      0.975016     0.0493506      0.296578     0.0490002   0.000570836  -0.000230528   3.68054e-06      0.145487      0.218641      0.140234       1.93091      0.884061      0.201954       0.15348     0.0748208       3.62186       3.66929    0.00103647
 1.16279   0.000629694     0.0967635     0.0973932    0.00754969      0.486437      0.971415     0.0354879      0.293837     0.0352434   0.000281538  -0.000172305     3.324e-06      0.139114      0.219717       0.14544       1.94077      0.589862       0.20186      0.153535     0.0748715       3.62018        1.5043   0.000708269
 2.09302   0.000424966     0.0871823     0.0876073    0.00750302      0.489507        0.9783     0.0291536      0.292267     0.0290107   0.000163379  -0.000146197   3.04799e-06      0.132047       0.22139      0.151107       1.91628      0.459594       0.20165      0.153591     0.0749805       3.62041       0.48882   0.000534273
 3.02326   0.000320738     0.0777083     0.0780291    0.00747784       0.49267      0.984835     0.0253274      0.291231     0.0252517   9.83012e-05  -0.000132837   2.81407e-06      0.124666      0.223479      0.157055       1.87669       0.38516      0.201401      0.153648      0.075119       3.62048     -0.056148   0.000415256
 4.18605   0.000256695     0.0670538     0.0673105    0.00746066      0.495668      0.990798     0.0226581      0.290426      0.022627   6.84514e-05  -0.000118594   2.56577e-06      0.115805      0.226614      0.164466         1.821      0.377347      0.201088      0.153724     0.0753128       3.62033      -0.37815   0.000332297
 5.11628   0.000230492     0.0597491     0.0599796    0.00745363      0.497243      0.993912     0.0214705      0.290049     0.0214545   6.47275e-05  -0.000105769   2.39554e-06      0.109315      0.229421      0.170107       1.77561       0.41677      0.200841      0.153787     0.0754727       3.62004      -0.31066   0.000299445
 6.04651   0.000208873     0.0533994     0.0536082    0.00744903      0.498171      0.995787     0.0204388      0.289814     0.0204287   6.12418e-05  -9.26931e-05   2.24651e-06      0.103343      0.232344      0.175377       1.73078      0.466076      0.200593      0.153852     0.0756267       3.61962     -0.112182    0.00027408
  7.2093   0.000178245     0.0464039     0.0465822    0.00744328       0.49872      0.996957     0.0188809       0.28961     0.0188733   4.99494e-05  -7.80991e-05    2.0859e-06     0.0963368      0.235976      0.181475        1.6762      0.508238      0.200283      0.153936     0.0758111        3.6189    -0.0035823   0.000236022
 8.13953   0.000152166     0.0412929     0.0414451    0.00743806      0.498934      0.997441     0.0174451      0.289473     0.0174383   3.87496e-05  -6.82944e-05    1.9754e-06     0.0908768      0.238777      0.186048       1.63395      0.523409      0.200037      0.154006     0.0759543       3.61819      0.070279    0.00020116
 9.06977   0.000128484     0.0365191     0.0366476    0.00743292      0.499099      0.997813     0.0160302      0.289351     0.0160241    3.0075e-05  -5.98642e-05   1.87897e-06     0.0854624      0.241461      0.190411       1.59318      0.531756      0.199794      0.154078     0.0760965        3.6174     0.0584425   0.000168672
