    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125        0.1125     0.0270543      0.532413       1.04444         0.001      0.288678   0.000379784   6.67016e-07   0.000493089    0.00049415          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.21542e-07
 1.13208   2.69043e-07       0.10282       0.10282     0.0248301      0.498415      0.999945   0.000733543      0.288676   0.000314788   3.04277e-07   0.000391426   0.000395906      0.143402      0.198353      0.122196       2.27421     -0.274232      0.149933      0.195754      0.116375       2.33204     -0.332268  -7.25272e-12
 2.07547   2.39598e-07     0.0940616     0.0940619     0.0248301      0.498887      0.999965    0.00069224      0.288675   0.000314925   2.75335e-07   0.000348699   0.000354874      0.137158      0.201005       0.12776       2.21874     -0.218754      0.149866       0.19578      0.116434       2.33151     -0.331679   -3.8946e-12
 3.01887   2.17135e-07     0.0860493     0.0860495     0.0248301      0.499095      0.999969   0.000658992      0.288675   0.000315173   2.53197e-07   0.000315587    0.00032325      0.131186      0.203687      0.133082       2.16568     -0.165691      0.149799      0.195806      0.116494       2.33095     -0.331095    1.2635e-11
 4.15094   1.95316e-07     0.0773302     0.0773304       0.02483      0.499239      0.999969   0.000625006      0.288675   0.000315526   2.31593e-07   0.000282332   0.000291634      0.124363      0.206922      0.139164       2.10505     -0.105057      0.149719      0.195836      0.116565       2.33026     -0.330399   5.63789e-11
 5.09434   1.80262e-07     0.0707431     0.0707433       0.02483      0.499322      0.999968   0.000600437      0.288675   0.000315872   2.16611e-07   0.000258094   0.000268653      0.118948       0.20961      0.143989       2.05694    -0.0569439      0.149652      0.195862      0.116625       2.32968     -0.329827   1.15466e-10
 6.03774   1.67518e-07     0.0647171     0.0647173       0.02483      0.499387      0.999968   0.000578824      0.288675   0.000316305   2.03868e-07   0.000236174     0.0002479      0.113769       0.21228      0.148605       2.01092     -0.010926      0.149586      0.195888      0.116684       2.32909     -0.329264   2.07696e-10
 7.16981     1.548e-07     0.0581595     0.0581597       0.02483      0.499452      0.999967   0.000556417      0.288675   0.000317013   1.91073e-07   0.000212342   0.000225354      0.107851      0.215442      0.153879       1.95834     0.0416586      0.149506      0.195918      0.116755       2.32839     -0.328607   3.87726e-10
 8.11321   1.46043e-07     0.0532054     0.0532056       0.02483      0.499499      0.999967    0.00054045      0.288675   0.000317854   1.82194e-07   0.000194238   0.000208236      0.103156      0.218032      0.158064       1.91661     0.0833837      0.149439      0.195944      0.116814        2.3278     -0.328083   6.29823e-10
  9.0566   1.38749e-07     0.0486733     0.0486734       0.02483      0.499541      0.999966   0.000526782      0.288675   0.000319048   1.74728e-07   0.000177544   0.000192453     0.0986644      0.220575      0.162067        1.8767      0.123292      0.149373       0.19597      0.116874       2.32722     -0.327591   1.00242e-09
      10   1.32776e-07     0.0445272     0.0445274       0.02483       0.49958      0.999966   0.000515317      0.288675   0.000320765   1.68532e-07   0.000162128    0.00017788     0.0943687      0.223065      0.165895       1.83853      0.161463      0.149306      0.195995      0.116933       2.32663     -0.327146   1.57179e-09
 11.1321    1.2723e-07     0.0400154     0.0400156       0.02483      0.499622      0.999966    0.00050444      0.288675   0.000323863   1.62646e-07   0.000145162   0.000161842       0.08946      0.225976       0.17027       1.79492      0.205082      0.149227      0.196026      0.117004       2.32593     -0.326707   2.65743e-09
 12.0755   1.23939e-07     0.0366069      0.036607       0.02483      0.499654      0.999966   0.000497874      0.288675   0.000327737   1.58998e-07   0.000132193   0.000149584      0.085565      0.228335      0.173741       1.76031      0.239694       0.14916      0.196052      0.117063       2.32534     -0.326464   4.08549e-09
 13.0189    1.2194e-07     0.0334887     0.0334888       0.02483      0.499684      0.999966   0.000493842      0.288675   0.000333372   1.56556e-07   0.000120198   0.000138246     0.0818397       0.23063      0.177062        1.7272      0.272799      0.149094      0.196078      0.117122       2.32475      -0.32639   6.26511e-09
 14.1509   1.21558e-07     0.0300954     0.0300955       0.02483      0.499716      0.999966   0.000493069      0.288675   0.000343663   1.55487e-07   0.000106987   0.000125759     0.0775828      0.233298      0.180856       1.68938      0.310632      0.149014      0.196109      0.117193       2.32405     -0.326654   1.04759e-08
 15.0943   1.23434e-07     0.0275319      0.027532       0.02483      0.499741      0.999966   0.000496859      0.288675   0.000356677   1.56601e-07   9.68839e-05    0.00011621      0.074205      0.235448      0.183866       1.65936      0.340654      0.148948      0.196134      0.117253       2.32346     -0.327335   1.61354e-08
 16.0377   1.28137e-07     0.0251868     0.0251869       0.02483      0.499764      0.999966   0.000506235      0.288675   0.000375712    1.6028e-07   8.75382e-05   0.000107376     0.0709743      0.237531      0.186745       1.63066      0.369376      0.148882       0.19616      0.117312       2.32287      -0.32868   2.49792e-08
 17.1698   1.39455e-07     0.0226349      0.022635     0.0248301       0.49979      0.999966   0.000528119      0.288675   0.000410268   1.69823e-07   7.72434e-05   9.76453e-05     0.0672828      0.239943      0.190035       1.59785      0.402207      0.148802      0.196191      0.117383       2.32217      -0.33171   4.25639e-08
 18.1132   1.56376e-07     0.0207071     0.0207072     0.0248301      0.499809      0.999966   0.000559241      0.288675   0.000453087   1.84534e-07     6.937e-05   9.02032e-05     0.0643538      0.241879      0.192646       1.57182      0.428276      0.148736      0.196217      0.117442       2.32158     -0.336146   6.69103e-08
 19.0566   1.84366e-07     0.0189436     0.0189438     0.0248301      0.499827      0.999966   0.000607234      0.288675   0.000513716   2.09238e-07   6.20868e-05   8.33189e-05     0.0615527       0.24375      0.195143       1.54693      0.453237      0.148669      0.196243      0.117502       2.32099      -0.34342   1.06043e-07
      20   2.30219e-07     0.0173307     0.0173309     0.0248301      0.499844      0.999966   0.000678556      0.288675   0.000598185   2.50075e-07   5.53495e-05   7.69505e-05     0.0588739      0.245556      0.197531       1.52311      0.477157      0.148603      0.196268      0.117561       2.32041     -0.355238     1.695e-07
 21.1321   3.25314e-07     0.0155761     0.0155764     0.0248302      0.499862      0.999966   0.000806615      0.288676   0.000741763   3.35314e-07    4.7928e-05   6.99353e-05     0.0558141      0.247639      0.200259        1.4959      0.504596      0.148523      0.196299      0.117633        2.3197     -0.379473   3.01024e-07
 22.0755   4.61762e-07     0.0142514     0.0142518     0.0248303      0.499876      0.999966   0.000961002      0.288676   0.000908083   4.58129e-07   4.22522e-05   6.45701e-05      0.053388      0.249306      0.202423       1.47431      0.526524      0.148457      0.196325      0.117694       2.31912     -0.413764   4.90531e-07
 23.0189   6.87872e-07     0.0130409     0.0130416     0.0248305      0.499889      0.999966    0.00117292      0.288677    0.00113053   6.62204e-07    3.7002e-05   5.96069e-05     0.0510704      0.250912      0.204492       1.45366      0.547748       0.14839      0.196351      0.117755       2.31853     -0.469695   8.06348e-07
 24.1509   1.16726e-06     0.0117269     0.0117281     0.0248308      0.499903      0.999966    0.00152791      0.288679    0.00149603   1.09585e-06   3.12188e-05   5.41397e-05     0.0484292       0.25276      0.206853       1.43007      0.572594      0.148309      0.196382      0.117831       2.31783     -0.585796   1.48058e-06
 25.0943    1.8724e-06      0.010739     0.0107409     0.0248314      0.499914      0.999966    0.00193515      0.288682    0.00191029   1.73478e-06   2.67963e-05   4.99584e-05     0.0463444      0.254237      0.208724       1.41135      0.593199      0.148241      0.196408      0.117898       2.31724      -0.75248   2.47889e-06
 26.0377   3.06877e-06    0.00984306    0.00984612     0.0248322      0.499925      0.999966     0.0024774      0.288687    0.00245818   2.82012e-06   2.27058e-05   4.60905e-05      0.044369      0.255657      0.210507       1.39345      0.614367      0.148172      0.196433      0.117969       2.31666      -1.02772   4.18242e-06
 27.1698   5.67013e-06    0.00888649    0.00889216     0.0248342      0.499936      0.999967    0.00336753      0.288698     0.0033535   5.18255e-06   1.82009e-05   4.18298e-05      0.042158      0.257287       0.21253       1.37299      0.642068      0.148086      0.196464      0.118066       2.31595      -1.60364   7.90792e-06
 28.1132   9.58165e-06    0.00819164    0.00820122     0.0248371      0.499945      0.999968    0.00437759      0.288715    0.00436684   8.73744e-06   1.47569e-05   3.85713e-05     0.0404763      0.258586      0.214114       1.35677       0.66938      0.148009       0.19649      0.118161       2.31537       -2.4281    1.3536e-05
 29.0566     1.633e-05    0.00760171    0.00761804     0.0248421      0.499954       0.99997     0.0057149      0.288743    0.00570665   1.48731e-05   1.15728e-05    3.5557e-05     0.0389916      0.259831      0.215594       1.34128      0.704274      0.147927      0.196516      0.118281       2.31479      -3.76425   2.32771e-05
