    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125      0.112501     0.0271327      0.525124      0.989167         0.001      0.288678   0.000379731   6.66872e-07   0.000493253   0.000494177          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.29321e-07
 1.06667   2.69382e-07      0.102918      0.102918     0.0248872      0.498418      0.999941   0.000734005      0.288675   0.000314627   3.04681e-07   0.000391769   0.000396741       0.14347      0.198325      0.122135       2.27482     -0.274838      0.149933      0.195754      0.116374       2.33205     -0.332274  -7.36648e-12
       2   2.40117e-07     0.0942404     0.0942407     0.0248872      0.498893      0.999964   0.000692989      0.288675    0.00031474   2.76094e-07   0.000349052   0.000356177      0.137288      0.200948      0.127644        2.2199     -0.219912      0.149867      0.195779      0.116433       2.33153     -0.331691  -5.50045e-12
 3.06667   2.14931e-07     0.0852158      0.085216     0.0248872      0.499125       0.99997   0.000655638      0.288674   0.000315006    2.5143e-07    0.00031164   0.000320945      0.130549      0.203982       0.13365       2.16002     -0.160032      0.149792      0.195808        0.1165       2.33089     -0.331029   1.16978e-11
       4   1.96966e-07      0.078031     0.0780312     0.0248872      0.499245      0.999971    0.00062764      0.288674   0.000315281   2.33747e-07   0.000284065   0.000295129      0.124925      0.206649      0.138663       2.11004     -0.110053      0.149726      0.195834      0.116559       2.33032     -0.330454   4.31131e-11
 5.06667    1.7982e-07     0.0705586     0.0705588     0.0248872       0.49934      0.999972     0.0005997      0.288674   0.000315634   2.16775e-07   0.000256328   0.000269251      0.118793      0.209689      0.144128       2.05556    -0.0555647      0.149651      0.195863      0.116626       2.32966     -0.329803   9.80241e-11
       6   1.67239e-07     0.0646096     0.0646098     0.0248872      0.499405      0.999972   0.000578341      0.288674   0.000316004   2.04244e-07   0.000234518   0.000248941      0.113675      0.212329      0.148689       2.01008    -0.0100863      0.149585      0.195888      0.116685       2.32908     -0.329242   1.72621e-10
 7.06667   1.55181e-07     0.0584225     0.0584226     0.0248872      0.499468      0.999972   0.000557102      0.288674   0.000316546   1.92152e-07    0.00021185   0.000227855      0.108095      0.215309      0.153662        1.9605     0.0394947      0.149509      0.195917      0.116752       2.32842     -0.328614   3.06554e-10
       8   1.46372e-07     0.0534967     0.0534969     0.0248872      0.499515      0.999972   0.000541059      0.288674   0.000317189   1.83243e-07   0.000193709   0.000210989      0.103438      0.217875      0.157813       1.91912     0.0808776      0.149444      0.195943      0.116811       2.32784     -0.328081   4.88307e-10
 9.06667   1.38023e-07     0.0483738     0.0483739     0.0248872      0.499563      0.999972     0.0005254      0.288674   0.000318221    1.7471e-07   0.000174682   0.000193304     0.0983603       0.22075      0.162338         1.874      0.125994      0.149368      0.195972      0.116878       2.32718       -0.3275   8.08234e-10
      10   1.32044e-07     0.0442953     0.0442954     0.0248872      0.499601      0.999972   0.000513895      0.288674   0.000319508   1.68516e-07   0.000159382   0.000179085     0.0941225      0.223209      0.166115       1.83635       0.16365      0.149303      0.195997      0.116936        2.3266     -0.327029   1.23453e-09
 11.0667    1.2658e-07     0.0400535     0.0400536     0.0248872      0.499641      0.999972    0.00050315      0.288674   0.000321629   1.62743e-07   0.000143295   0.000164136     0.0895025      0.225951      0.170232       1.79529      0.204704      0.149227      0.196026      0.117003       2.32593     -0.326553   1.97537e-09
      12   1.22927e-07     0.0366765     0.0366766     0.0248872      0.499674      0.999972   0.000495838      0.288674   0.000324309   1.58764e-07   0.000130342   0.000152099     0.0856463      0.228285      0.173669       1.76103       0.23897      0.149162      0.196051      0.117062       2.32535     -0.326217   2.95753e-09
