     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)    <T>(y=0)        L2(S')         L2(S)    <S>(y=0)
   0.000510716     0.0462194     0.0467301       1.03997      0.499517      0.999034     0.0319598      0.290583      0.031959   0.000237598             0             0     0.0961451      0.268559      0.206191      0.140078      0.207001      0.130906
   0.000510421     0.0461858     0.0466963       1.03994      0.499519      0.999038     0.0319506      0.290582     0.0319498   0.000237356             0             0     0.0961102      0.268548      0.206194      0.139997       0.20704      0.130968
   0.000510284     0.0461706     0.0466809       1.03993      0.499517      0.999034     0.0319463      0.290581     0.0319455   0.000237293             0             0     0.0960943      0.268553      0.206205      0.140005       0.20702      0.130955
   0.000510285     0.0461707     0.0466809       1.03993      0.499517      0.999035     0.0319464      0.290581     0.0319455   0.000237293             0             0     0.0960944      0.268553      0.206205      0.140005      0.207021      0.130956
   0.000510285     0.0461707      0.046681       1.03993      0.499517      0.999035     0.0319464      0.290581     0.0319455   0.000237293             0             0     0.0960944      0.268553      0.206205      0.140005      0.207021      0.130956
   0.000510285     0.0461707      0.046681       1.03993      0.499517      0.999035     0.0319464      0.290581     0.0319455   0.000237293             0             0     0.0960944      0.268552      0.206205      0.140005      0.207021      0.130956
   0.000510285     0.0461707      0.046681       1.03993      0.499517      0.999035     0.0319464      0.290581     0.0319455   0.000237293             0             0     0.0960944      0.268552      0.206205      0.140005      0.207021      0.130956
   0.000510285     0.0461707      0.046681       1.03993      0.499517      0.999035     0.0319464      0.290581     0.0319455   0.000237293             0             0     0.0960944      0.268552      0.206205      0.140005      0.207021      0.130956
   0.000510285     0.0461707      0.046681       1.03993      0.499517      0.999035     0.0319464      0.290581     0.0319455   0.000237293             0             0     0.0960944      0.268552      0.206205      0.140005      0.207021      0.130956
