    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125        0.1125     0.0192326      0.525319       1.03497         0.001      0.288678   0.000379958   6.66897e-07   0.000493145   0.000493902          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.33421e-07
 1.05263   2.79941e-07      0.105538      0.105538     0.0176444      0.498122      0.999905   0.000748253      0.288676   0.000314868   3.14883e-07   0.000406834   0.000411597      0.145284      0.197585      0.120518       2.29094     -0.290962      0.149952      0.195747      0.116358       2.33218     -0.332443  -9.06494e-12
       2   2.55112e-07     0.0990722     0.0990724     0.0176444      0.498685      0.999935     0.0007143      0.288675   0.000315036   2.90643e-07   0.000370554   0.000377264      0.140764      0.199454      0.124546       2.25078     -0.250794      0.149905      0.195765        0.1164       2.33183     -0.332027  -9.67421e-12
 3.05263   2.34074e-07     0.0923519     0.0923521     0.0176444      0.498953      0.999946   0.000684214      0.288674    0.00031538   2.70111e-07   0.000339526   0.000348123      0.135906      0.201556      0.128876       2.20761     -0.207627      0.149852      0.195785      0.116447        2.3314     -0.331572   4.19007e-12
       4   2.18303e-07     0.0866942     0.0866944     0.0176444      0.499095      0.999951   0.000660762      0.288674   0.000315757   2.54677e-07   0.000315897   0.000326081      0.131677      0.203462      0.132645       2.17004     -0.170052      0.149805      0.195803      0.116489         2.331     -0.331169    3.3582e-11
 5.05263   2.03182e-07     0.0808135     0.0808137     0.0176444      0.499204      0.999954   0.000637467      0.288674   0.000316248    2.3982e-07   0.000292669   0.000304522      0.127133      0.205588      0.136695       2.12966     -0.129671      0.149752      0.195824      0.116536       2.33055     -0.330732   8.58951e-11
       6   1.91296e-07     0.0758628      0.075863     0.0176444      0.499277      0.999956    0.00061854      0.288674    0.00031679   2.28089e-07   0.000273734    0.00028701      0.123177      0.207501       0.14022       2.09451    -0.0945214      0.149705      0.195842      0.116578       2.33014     -0.330354   1.60032e-10
 7.05263   1.79721e-07     0.0707168      0.070717     0.0176444      0.499342      0.999957   0.000599535      0.288673   0.000317563   2.16597e-07   0.000254387   0.000269159      0.118926      0.209622      0.144009       2.05674    -0.0567475      0.149652      0.195862      0.116625       2.32968     -0.329957   2.93478e-10
       8   1.70616e-07     0.0663846     0.0663847     0.0176444      0.499391      0.999958    0.00058415      0.288673   0.000318498   2.07492e-07   0.000238228   0.000254272      0.115225       0.21152      0.147307       2.02386    -0.0238667      0.149605       0.19588      0.116667       2.32926      -0.32963   4.85997e-10
 9.05263   1.61836e-07     0.0618815     0.0618817     0.0176444      0.499438      0.999959   0.000568922      0.288673   0.000319951   1.98625e-07   0.000221464   0.000238843      0.111249      0.213612      0.150851       1.98852      0.011469      0.149552      0.195901      0.116714        2.3288     -0.329318   8.23744e-10
      10   1.55075e-07     0.0580906     0.0580907     0.0176444      0.499477      0.999959   0.000556912      0.288673   0.000321815   1.91702e-07   0.000207325   0.000225839      0.107787      0.215476      0.153936       1.95777     0.0422275      0.149505      0.195919      0.116756       2.32839     -0.329105     1.297e-09
 11.0526    1.4881e-07     0.0541501     0.0541503     0.0176444      0.499515       0.99996   0.000545546      0.288673   0.000324813   1.85152e-07   0.000192565   0.000212269      0.104067      0.217524      0.157251       1.92471     0.0752829      0.149453      0.195939      0.116803       2.32792     -0.328984   2.11106e-09
      12   1.44333e-07     0.0508328      0.050833     0.0176444      0.499547       0.99996   0.000537276      0.288673   0.000328728   1.80301e-07   0.000180068   0.000200782      0.100829      0.219342      0.160137       1.89594      0.104057      0.149405      0.195957      0.116845       2.32751     -0.329031   3.24056e-09
 13.0526   1.40793e-07     0.0473847     0.0473848     0.0176444       0.49958      0.999961   0.000530647      0.288673   0.000335103   1.76184e-07    0.00016699   0.000188763     0.0973496      0.221331      0.163239       1.86502       0.13498      0.149353      0.195978      0.116892       2.32704      -0.32935   5.19418e-09
      14    1.3916e-07     0.0444819      0.044482     0.0176444      0.499608      0.999961   0.000527561      0.288673   0.000343544   1.73832e-07   0.000155899   0.000178571     0.0943206      0.223093      0.165938       1.83811      0.161899      0.149306      0.195996      0.116934       2.32663     -0.330003   7.94067e-09
