-0.0375943246416534,-0.0373041539858124,-0.0373038787942408,-0.037303787264725,-0.0373037413594511,-0.037303714083815,-0.037303695488398,-0.0373036821401641,-0.0373036720976698,-0.0373036649489798,-0.0373036588369955,-0.037303653524324,-0.037303649366187,-0.03730364578312,-0.0373036428471317,-0.0373036401753556,-0.0373036379232048,-0.0373036359676335,-0.0373036341029492,-0.0373036326562482
-0.00202663465017599,-0.000251053329243579,-0.000198337244325456,-0.000176096232917742,-0.000164473258840425,-0.000157420310232185,-0.000152702148218528,-0.000149328726660977,-0.000123901687363716,-0.000110872102421108,-0.000102640076514706,-9.66737448557277e-05,-9.20727894220899e-05,-8.83875264462863e-05,-8.53563504532452e-05,-8.28128137245308e-05,-8.06444612363309e-05,-7.87719273051603e-05,-7.71372863824951e-05,-7.5697113666064e-05
-0.00180552548538456,-0.000223689068623959,-0.000177762764302001,-0.000154744868161923,-0.000140601155184343,-0.000131332893740935,-0.000124912602487944,-0.000120242523763069,-0.000116707083400471,-0.000113943273746372,-0.000111725871466304,-0.000109908652069672,-0.00010839289612143,-0.000107109692637912,-0.000106009547538962,-0.000100502534039737,-8.96368936206847e-05,-8.39741913837218e-05,-7.98333349539884e-05,-7.65428509275247e-05
-0.00168754345686427,-0.00020900744498814,-0.000166230401091026,-0.000145309271229513,-0.000131775095021117,-0.000122157864991735,-0.000115078833313875,-0.000109731626849528,-0.000105590126298306,-0.000102306422653683,-9.96478563148104e-05,-9.74558506300421e-05,-9.5619835926812e-05,-9.40609067013129e-05,-9.27214976887691e-05,-9.15587519890325e-05,-9.05401704263731e-05,-8.96406933265732e-05,-8.88407101317544e-05,-8.81246638292525e-05
-0.00160853960804179,-0.000199207769119087,-0.000158346168736448,-0.000138586739075709,-0.000125979726403452,-0.000116837005605994,-0.000109823468872526,-0.000104307465637733,-9.98997324190691e-05,-9.63264238302294e-05,-9.33882325367325e-05,-9.09392257801953e-05,-8.88720164299255e-05,-8.7106891351513e-05,-8.55839954195879e-05,-8.42578057085125e-05,-8.30932415587433e-05,-8.20629212901839e-05,-8.11452088043768e-05,-8.03228126671214e-05
-0.00154981559032369,-0.000191919163002686,-0.000152518071171153,-0.000133459973094624,-0.000121446199040871,-0.000112801510165765,-0.000106106232751387,-0.000100720308189892,-9.63031297951e-05,-9.2637276803032e-05,-8.95654107131405e-05,-8.6967392322916e-05,-8.4750046099717e-05,-8.2840822361461e-05,-8.11830648807204e-05,-7.9732322848697e-05,-7.84534972772026e-05,-7.73186629087131e-05,-7.63054189316479e-05,-7.53956452935331e-05
-0.00150342960565926,-0.000186160242068106,-0.000147932663444316,-0.000129406599057103,-0.000117772052002196,-0.000109477423234401,-0.000103083877437066,-9.79147518345731e-05,-9.36190360252761e-05,-8.99930620218272e-05,-8.69024933087934e-05,-8.42487857677424e-05,-8.19550477741754e-05,-7.99596601388921e-05,-7.82127884555477e-05,-7.66740039636649e-05,-7.53104377368616e-05,-7.40952921397628e-05,-7.3006630479191e-05,-7.202641268917e-05
-0.0014652956336441,-0.000181425913714598,-0.000144166752918556,-0.000126088552120738,-0.000114733171618702,-0.000106677971277706,-0.000100510319751838,-9.55394997958005e-05,-9.13968371113083e-05,-8.78713704160222e-05,-8.48322779833517e-05,-8.21905193901453e-05,-7.98800501738338e-05,-7.78488182008731e-05,-7.60543917336539e-05,-7.44616385828615e-05,-7.30412865599673e-05,-7.17688829412958e-05,-7.06239627490008e-05,-6.95893656823621e-05
-0.00143304521346417,-0.00017742233243196,-0.000140981310012397,-0.000123291975956847,-0.000112167351243684,-0.000104289018352684,-9.82849836198753e-05,-9.34693702044633e-05,-8.94649077182199e-05,-8.60513255397901e-05,-8.30930797405995e-05,-8.0501573904529e-05,-7.82147188077049e-05,-7.61859125817384e-05,-7.43782010824672e-05,-7.27611975367129e-05,-7.13093987703457e-05,-7.00011801760549e-05,-6.8818118479479e-05,-6.77444816431206e-05
-0.00140518802222408,-0.000173964334332109,-0.000138228796258735,-0.000120880536434698,-0.000109958437505081,-0.000102223156297245,-9.63425520015572e-05,-9.16445750410072e-05,-8.77518655200183e-05,-8.44389479564576e-05,-8.15650156994601e-05,-7.90384244435484e-05,-7.67966656424958e-05,-7.47947530784351e-05,-7.29984879509603e-05,-7.13805992187803e-05,-6.99185535410022e-05,-6.85932948650464e-05,-6.73884878317404e-05,-6.62900273399316e-05
-0.00138072809333992,-0.000170928171670236,-0.000135811361319843,-0.000118764401648245,-0.000108024410485266,-0.000100412850368023,-9.46314344931567e-05,-9.00244927347253e-05,-8.62195578738619e-05,-8.29900900789126e-05,-8.0192056173869e-05,-7.77306633971486e-05,-7.5541403568056e-05,-7.3578702898175e-05,-7.18089716093977e-05,-7.02063364031312e-05,-6.87500384267319e-05,-6.74228623870739e-05,-6.62101866178933e-05,-6.50993947716172e-05
-0.00135896838782026,-0.000168227265056998,-0.000133660567729086,-0.000116881873756618,-0.000106307077713555,-9.88067516802309e-05,-9.31098530308575e-05,-8.85764282963682e-05,-8.48411132042403e-05,-8.16790674865483e-05,-7.89451901800512e-05,-7.65426290306862e-05,-7.44049028427557e-05,-7.24850953975501e-05,-7.07490718835356e-05,-6.9171134236063e-05,-6.77312256695197e-05,-6.64131454311537e-05,-6.52034113869959e-05,-6.40905372345125e-05
-0.00133940290684719,-0.000165798779414006,-0.0001317266353226,-0.000115188823600569,-0.000104764456456072,-9.7366073808909e-05,-9.17443499870048e-05,-8.72731106353938e-05,-8.3594617475307e-05,-8.04872407258631e-05,-7.78063889868534e-05,-7.54543423405386e-05,-7.33632657148452e-05,-7.14849578315092e-05,-6.97843631381442e-05,-6.82353295194962e-05,-6.68177936221511e-05,-6.55158978672178e-05,-6.43167393619768e-05,-6.3209537955613e-05
-0.00132165325958752,-0.000163595733757663,-0.000129972251522952,-0.000113652546271351,-0.000103365575468827,-9.60614237429497e-05,-9.05083962359913e-05,-8.60918935309164e-05,-8.24614398282958e-05,-7.93992519004215e-05,-7.6762227923315e-05,-7.44527130002578e-05,-7.24022081467669e-05,-7.056159848222e-05,-6.88949629381754e-05,-6.737550435111e-05,-6.59827979273059e-05,-6.47009073136709e-05,-6.3517086960206e-05,-6.24208864316511e-05
-0.00130542942571166,-0.00016158211992923,-0.00012836876727874,-0.000112248079304818,-0.000102087033407703,-9.48703104582149e-05,-8.93810208599547e-05,-8.50141453586903e-05,-8.14257082082169e-05,-7.84018742351414e-05,-7.58015495016447e-05,-7.35277745846227e-05,-7.15119579517376e-05,-6.97044878840179e-05,-6.80688098352979e-05,-6.65775287272479e-05,-6.52097580178712e-05,-6.39492785786677e-05,-6.27832448807478e-05,-6.17012659580959e-05
-0.00129050445859657,-0.000159729761330109,-0.000126893740734413,-0.000110955908452328,-0.000100910732128649,-9.37752901350632e-05,-8.83456088366176e-05,-8.40246264393584e-05,-8.04739962028475e-05,-7.74836336030697e-05,-7.49146547910593e-05,-7.2671177004013e-05,-7.06849279211958e-05,-6.89061578278085e-05,-6.72979415975697e-05,-6.58324358759041e-05,-6.44883301872029e-05,-6.32490701157919e-05,-6.21015883609105e-05,-6.10353947066119e-05
-0.00127669759060199,-0.000158016213511407,-0.00012552928661386,-0.000109760478385604,-9.9822379194623e-05,-9.27626275710653e-05,-8.73889139784096e-05,-8.31108923431084e-05,-7.95950192152808e-05,-7.66346175031285e-05,-7.4093019042877e-05,-7.18756118754141e-05,-6.99147135346497e-05,-6.81607089415044e-05,-6.65765365820863e-05,-6.51340742723986e-05,-6.38116879832738e-05,-6.25925164814094e-05,-6.14632441810558e-05,-6.04132088826125e-05
-0.00126386261318347,-0.000156423323222207,-0.000124260937257317,-0.000108649188652186,-9.88104758552954e-05,-9.18213388834936e-05,-8.65002800648148e-05,-8.22627617459194e-05,-7.87793260115047e-05,-7.58463131351701e-05,-7.33291596407317e-05,-7.11345928326312e-05,-6.91956774162337e-05,-6.74631271855035e-05,-6.58999254707943e-05,-6.44778273553312e-05,-6.31749894605861e-05,-6.19743123398091e-05,-6.08622548430935e-05,-5.98279677910718e-05
-0.00125187967581471,-0.000154936209326567,-0.000123076833900251,-0.00010761169369991,-9.78656231787468e-05,-9.09425077596023e-05,-8.56710489069848e-05,-8.14718678796308e-05,-7.80190072103041e-05,-7.51114413144382e-05,-7.26165404859101e-05,-7.04423563622037e-05,-6.85227809801224e-05,-6.68089769710274e-05,-6.52641106450825e-05,-6.38599407669686e-05,-6.2574518999999e-05,-6.13905860633683e-05,-6.02944236072022e-05,-5.9275013491011e-05
