    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0    0.00114373      0.113763      0.114907     0.0164501      0.494097      0.988193     0.0478273       0.29404     0.0477812    0.00058582  -8.66538e-13             0       0.15084      0.236232      0.148113       1.83976       1.77819      0.184635      0.173159     0.0922429       2.80717       3.34959    0.00164132
 1.05882    0.00113625      0.113052      0.114188     0.0164424       0.49408       0.98816     0.0476708      0.294017     0.0476243   0.000582451  -8.64844e-13             0      0.150368      0.236243      0.148373       1.83682       1.76948       0.18463      0.173152     0.0922253       2.80718       3.13281    0.00163459
       2    0.00112942      0.112333      0.113462     0.0164355      0.494064      0.988128     0.0475273      0.293997     0.0474805   0.000579579  -8.63174e-13             0      0.149889      0.236268      0.148651       1.83374       1.76176      0.184614      0.173146     0.0922167       2.80718       2.90493    0.00162871
 3.05882     0.0011226       0.11152      0.112643     0.0164286      0.494048      0.988096     0.0473834      0.293977     0.0473363   0.000576993   -8.6171e-13             0      0.149345      0.236313      0.148983       1.83013       1.75438      0.184582      0.173141     0.0922175       2.80718       2.66429    0.00162321
       4    0.00111746      0.110809      0.111926     0.0164236      0.494036      0.988071     0.0472749      0.293963     0.0472275   0.000575363  -8.60768e-13             0      0.148868      0.236366       0.14929       1.82681       1.74923      0.184541      0.173138     0.0922278       2.80717         2.442     0.0016195
 5.05882    0.00111292      0.110037       0.11115     0.0164194      0.494024      0.988047     0.0471789       0.29395     0.0471312   0.000574402  -8.60014e-13             0      0.148349      0.236441      0.149639       1.82304       1.74525      0.184483      0.173137      0.092249       2.80716       2.21667    0.00161689
       6    0.00111016      0.109391      0.110501     0.0164171      0.494015      0.988029     0.0471203      0.293942     0.0470724   0.000574426  -8.59786e-13             0      0.147913      0.236519      0.149946       1.81969       1.74352      0.184421      0.173137     0.0922763       2.80715       2.01785    0.00161615
 7.05882    0.00110865      0.108729      0.109837     0.0164164      0.494006      0.988012     0.0470883      0.293939     0.0470402   0.000575566  -8.60151e-13             0      0.147464      0.236618       0.15028       1.81601       1.74378       0.18434      0.173139     0.0923164       2.80714        1.8032     0.0016173
       8    0.00110886      0.108211       0.10932     0.0164175      0.493999      0.987999     0.0470926      0.293942     0.0470444    0.00057764  -8.60878e-13             0      0.147113      0.236713      0.150558       1.81287       1.74605      0.184261      0.173142     0.0923597       2.80713        1.6312    0.00162022
 9.05882     0.0011109      0.107728      0.108838     0.0164209      0.493992      0.987984      0.047136      0.293951     0.0470877   0.000581179  -8.61952e-13             0      0.146784      0.236825       0.15084        1.8096       1.75091      0.184165      0.173146      0.092416       2.80712       1.46453    0.00162569
      10    0.00111435      0.107398      0.108512     0.0164257      0.493985       0.98797      0.047209      0.293965     0.0471607   0.000585387   -8.6278e-13             0      0.146559      0.236926      0.151057         1.807       1.75727      0.184075      0.173152     0.0924718       2.80711       1.34284    0.00163247
