    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0         5e-07        0.1125        0.1125    0.00860106      0.525319       1.03497         0.001      0.288678   0.000379958   6.66897e-07   0.000493145   0.000493902          0.15      0.195728      0.116314       2.33286     -0.332865          0.15      0.195728      0.116314       2.33286     -0.332865  -1.33421e-07
 1.05263   2.99471e-07      0.109331      0.109332    0.00789084      0.497158      0.999799   0.000773914      0.288677   0.000315456   3.34374e-07   0.000434562   0.000439158      0.147872      0.196554      0.118211       2.31392      -0.31396      0.149979      0.195737      0.116334       2.33228     -0.332685  -1.64957e-11
       2   2.82726e-07      0.106284      0.106284    0.00789083      0.498006      0.999837   0.000751965      0.288676   0.000315828   3.18307e-07   0.000409495   0.000416373      0.145797      0.197379      0.120061       2.29549     -0.295517      0.149957      0.195745      0.116353       2.33221     -0.332515  -2.10111e-11
 3.05263   2.68437e-07      0.102997      0.102997    0.00789083      0.498414      0.999854   0.000732717      0.288675   0.000316478   3.04666e-07   0.000387949   0.000397019      0.143525      0.198302      0.122086        2.2753     -0.275327      0.149934      0.195754      0.116374       2.33205      -0.33235  -1.20717e-11
       4   2.57606e-07      0.100126      0.100126    0.00789083      0.498627      0.999862   0.000717782      0.288675   0.000317208   2.94363e-07   0.000371457   0.000382363       0.14151      0.199139      0.123881       2.25741     -0.257426      0.149913      0.195762      0.116393       2.33189     -0.332231   2.31787e-11
 5.05263   2.47053e-07     0.0970291     0.0970294    0.00789083      0.498787      0.999868   0.000702926      0.288674   0.000318215   2.84343e-07   0.000355144   0.000368011      0.139305      0.200075      0.125847       2.23781     -0.237831      0.149889      0.195771      0.116414       2.33171     -0.332148   9.20508e-11
       6   2.38563e-07     0.0943243     0.0943245    0.00789082      0.498893      0.999872   0.000690743      0.288674   0.000319348   2.76289e-07   0.000341749   0.000356335      0.137349      0.200921      0.127589       2.22044     -0.220457      0.149868      0.195779      0.116433       2.33153     -0.332145   1.86556e-10
 7.05263   2.30053e-07     0.0914073     0.0914075    0.00789082      0.498986      0.999876   0.000678311      0.288673   0.000320961   2.68195e-07   0.000327946     0.0003444      0.135209      0.201865      0.129497       2.20142     -0.201439      0.149844      0.195788      0.116454       2.33134      -0.33226    3.6401e-10
       8   2.23156e-07     0.0888592     0.0888594    0.00789082      0.499053      0.999879   0.000668066      0.288673   0.000322912   2.61594e-07   0.000316299   0.000334401      0.133311      0.202717      0.131188       2.18456     -0.184576      0.149823      0.195796      0.116472       2.33116     -0.332518   6.35969e-10
 9.05263   2.16346e-07     0.0861112     0.0861114    0.00789082      0.499116      0.999882   0.000657793      0.288673   0.000325951   2.55001e-07   0.000304067   0.000323962      0.131234      0.203666       0.13304        2.1661     -0.166118        0.1498      0.195805      0.116493       2.33096     -0.333061   1.12878e-09
