    #(t)     KinEnergy     PotEnergy     TotEnergy   Dissipation   wshearUpper     wallshear        L2(u')         L2(u)           e3d           ecf         ubulk         wbulk        L2(T')         L2(T)          <T>a      heatflux          Nu_t        L2(S')         L2(S)          <S>a      massflux          Nu_c     buoyPowIn
       0    0.00102343     0.0943908     0.0954142     0.0161149      0.494108      0.988217     0.0452423       0.29363     0.0451933   0.000532506  -3.22826e-14             0      0.137398      0.238917      0.157527       1.73633       1.69141      0.182739      0.173682     0.0932651       2.79093      -1.28493    0.00152306
 1.16279    0.00104544     0.0946422     0.0956877      0.016142       0.49407       0.98814     0.0457262      0.293716      0.045677   0.000551561   1.15614e-08  -3.76867e-10      0.137581      0.239138      0.157634       1.73327       1.72426      0.182519        0.1737     0.0934276       2.79091      -1.38325    0.00155664
 2.09302    0.00107102     0.0952082     0.0962793     0.0161737      0.494025      0.988051     0.0462822      0.293816     0.0462327   0.000572807  -1.06676e-08  -4.43278e-09      0.137991      0.239323      0.157596       1.73165       1.76023      0.182307      0.173719     0.0935906       2.79089      -1.40333    0.00159392
 3.02326    0.00109977     0.0960977     0.0971975      0.016209      0.493974      0.987948     0.0468993      0.293928     0.0468495   0.000595758   1.01067e-09  -1.09245e-08      0.138635      0.239469      0.157411       1.73162       1.79849      0.182108      0.173738     0.0937526       2.79086      -1.32278    0.00163381
 4.18605    0.00113884     0.0976586     0.0987974     0.0162561      0.493908      0.987814     0.0477251      0.294078     0.0476749   0.000625499    6.6073e-08  -1.83395e-08      0.139756      0.239588      0.156971       1.73405       1.84756      0.181884      0.173763     0.0939469       2.79083      -1.05105    0.00168481
 5.11628    0.00117118     0.0992443      0.100415     0.0162944      0.493859      0.987715     0.0483979        0.2942     0.0483477   0.000648771   1.38385e-07  -2.22187e-08      0.140886      0.239631      0.156461        1.7381         1.886      0.181734      0.173782     0.0940896        2.7908     -0.680376    0.00172412
 6.04651    0.00120295      0.101092      0.102295     0.0163313      0.493817      0.987632     0.0490501      0.294318     0.0489999   0.000670195   2.11165e-07  -2.40906e-08      0.142192      0.239627      0.155825       1.74405       1.92195      0.181617      0.173802     0.0942151       2.79079     -0.167776    0.00175985
  7.2093    0.00123959      0.103692      0.104932     0.0163726      0.493783      0.987564     0.0497913      0.294449     0.0497415    0.00069243   2.78809e-07  -2.41243e-08      0.144008      0.239559      0.154885       1.75404       1.96101      0.181527      0.173825     0.0943397       2.79079      0.655498    0.00179657
 8.13953    0.00126469      0.105923      0.107188     0.0163998      0.493773      0.987546      0.050293      0.294535     0.0502437   0.000705279   2.93496e-07  -2.28879e-08      0.145549      0.239459      0.154048       1.76381       1.98598      0.181506      0.173842     0.0944081        2.7908       1.42304    0.00181787
 9.06977    0.00128485      0.108206      0.109491     0.0164205       0.49378      0.987562     0.0506923        0.2946     0.0506436   0.000713021   2.58353e-07  -2.10148e-08      0.147109      0.239325      0.153166       1.77482       2.00448      0.181532      0.173857     0.0944455       2.79082        2.2369    0.00183122
